event_id,create_time,close_time,duration,crash_count_900ft,crash_count_1800ft,roadway_type,number_total_lane,street_width,posted_speed,crash_count_2700ft,crash_count_3600ft,daylight_duration,nightlight_duration,day_of_week,peak_duration,peak_ratio,daylight_duration,nightlight_duration,daylight_ratio
65,2019-09-22 21:45:00,2019-09-23 02:13:00,4.466666666666667,0,1,Street,3,30.0,25,1,1,0.0,4.466666666666667,Sunday,0.0,0.0,0.0,4.466666666666667,0.0
66,2019-09-22 18:02:00,2019-09-22 18:17:00,0.25,0,0,Street,3,30.0,25,0,0,0.0,0.25,Sunday,0.0,0.0,0.0,0.25,0.0
67,2019-09-22 10:01:00,2019-09-22 10:17:00,0.26666666666666666,0,0,Bridge,4,40.0,45,0,0,0.26666666666666666,0.0,Sunday,0.0,0.0,0.26666666666666666,0.0,1.0
68,2019-09-21 22:38:00,2019-09-22 08:22:00,9.733333333333333,0,0,Bridge,4,40.0,45,1,2,2.3833333333333333,7.35,Saturday,1.3833333333333333,0.1421232876712329,2.3833333333333333,7.35,0.24486301369863014
69,2019-09-21 22:35:00,2019-09-22 06:39:00,8.066666666666666,0,4,Street,3,32.0,25,4,6,0.6666666666666666,7.3999999999999995,Saturday,0.0,0.0,0.6666666666666666,7.3999999999999995,0.08264462809917356
70,2019-09-21 22:24:00,2019-09-22 08:22:00,9.966666666666667,0,0,Street,2,22.0,25,2,2,2.3833333333333333,7.583333333333334,Saturday,1.3833333333333333,0.13879598662207357,2.3833333333333333,7.583333333333334,0.2391304347826087
71,2019-09-21 19:38:00,2019-09-22 06:01:00,10.383333333333333,0,0,Street,3,40.0,25,1,1,0.03333333333333333,10.35,Saturday,0.0,0.0,0.03333333333333333,10.35,0.0032102728731942215
72,2019-09-21 18:01:00,2019-09-21 18:17:00,0.26666666666666666,0,0,Street,3,32.0,25,0,0,0.0,0.26666666666666666,Saturday,0.0,0.0,0.0,0.26666666666666666,0.0
73,2019-09-21 06:06:00,2019-09-21 06:34:00,0.4666666666666667,0,0,Bridge,4,40.0,45,0,0,0.4666666666666667,0.0,Saturday,0.0,0.0,0.4666666666666667,0.0,1.0
74,2019-09-21 05:02:00,2019-09-21 05:17:00,0.25,0,0,Highway,3,35.0,50,0,0,0.0,0.25,Saturday,0.0,0.0,0.0,0.25,0.0
75,2019-09-21 04:52:00,2019-09-21 07:09:00,2.283333333333333,0,0,Street,3,30.0,25,0,0,1.1666666666666667,1.1166666666666665,Saturday,0.16666666666666666,0.072992700729927,1.1666666666666667,1.1166666666666665,0.5109489051094891
76,2019-09-21 04:48:00,2019-09-21 05:08:00,0.3333333333333333,0,0,Street,4,60.0,25,0,0,0.0,0.3333333333333333,Saturday,0.0,0.0,0.0,0.3333333333333333,0.0
77,2019-09-21 02:42:00,2019-09-21 06:14:00,3.533333333333333,0,0,Street,3,35.0,25,0,0,0.25,3.283333333333333,Saturday,0.0,0.0,0.25,3.283333333333333,0.07075471698113207
78,2019-09-21 00:18:00,2019-09-21 06:02:00,5.733333333333333,0,1,Highway,3,35.0,50,1,1,0.05,5.683333333333334,Saturday,0.0,0.0,0.05,5.683333333333334,0.00872093023255814
79,2019-09-20 23:11:00,2019-09-21 02:39:00,3.466666666666667,0,1,Highway,5,54.0,30,1,2,0.0,3.466666666666667,Friday,0.0,0.0,0.0,3.466666666666667,0.0
80,2019-09-20 22:13:00,2019-09-21 05:57:00,7.733333333333333,0,0,Highway,3,30.0,40,0,0,0.0,7.733333333333333,Friday,0.0,0.0,0.0,7.733333333333333,0.0
86,2019-09-20 14:31:00,2019-09-20 14:47:00,0.26666666666666666,0,0,Highway,3,35.0,50,1,1,0.26666666666666666,0.0,Friday,0.0,0.0,0.26666666666666666,0.0,1.0
87,2019-09-20 12:30:00,2019-09-20 15:17:00,2.783333333333333,0,0,Highway,3,34.0,50,0,1,2.783333333333333,0.0,Friday,0.0,0.0,2.783333333333333,0.0,1.0
88,2019-09-20 10:55:00,2019-09-20 14:03:00,3.1333333333333333,1,3,Bridge,3,30.0,30,3,3,3.1333333333333333,0.0,Friday,0.0,0.0,3.1333333333333333,0.0,1.0
89,2019-09-20 10:53:00,2019-09-20 15:32:00,4.65,0,0,Bridge,4,40.0,45,0,1,4.65,0.0,Friday,0.0,0.0,4.65,0.0,1.0
90,2019-09-20 10:36:00,2019-09-20 15:16:00,4.666666666666667,0,0,Street,4,50.0,35,0,1,4.666666666666667,0.0,Friday,0.0,0.0,4.666666666666667,0.0,1.0
92,2019-09-20 05:01:00,2019-09-20 05:17:00,0.26666666666666666,0,0,Ramp,1,28.0,-1,0,1,0.0,0.26666666666666666,Friday,0.0,0.0,0.0,0.26666666666666666,0.0
93,2019-09-20 05:01:00,2019-09-20 05:17:00,0.26666666666666666,0,0,Bridge,4,40.0,45,0,0,0.0,0.26666666666666666,Friday,0.0,0.0,0.0,0.26666666666666666,0.0
