event_id,create_time,close_time,duration,crash_count_900ft,crash_count_1800ft,roadway_type,number_total_lane,street_width,posted_speed,crash_count_2700ft,crash_count_3600ft,daylight_duration,nightlight_duration,day_of_week,peak_duration,peak_ratio,daylight_duration,nightlight_duration,daylight_ratio
3059,2018-09-03 00:23:00,2018-09-03 06:44:00,6.35,0,0,Street,3,30.0,25,0,0,0.75,5.6,Monday,0.0,0.0,0.75,5.6,0.11811023622047245
3060,2018-09-03 00:19:00,2018-09-03 01:22:00,1.05,0,0,Street,3,30.0,25,0,0,0.0,1.05,Monday,0.0,0.0,0.0,1.05,0.0
3061,2018-09-02 23:13:00,2018-09-03 01:17:00,2.066666666666667,0,0,Street,3,30.0,25,0,1,0.0,2.066666666666667,Sunday,0.0,0.0,0.0,2.066666666666667,0.0
3074,2018-08-31 04:02:00,2018-08-31 05:18:00,1.2666666666666666,0,0,Street,2,20.0,25,0,0,0.0,1.2666666666666666,Friday,0.0,0.0,0.0,1.2666666666666666,0.0
3075,2018-08-31 04:01:00,2018-08-31 05:17:00,1.2666666666666666,0,0,Highway,3,35.0,50,0,1,0.0,1.2666666666666666,Friday,0.0,0.0,0.0,1.2666666666666666,0.0
3076,2018-08-31 04:01:00,2018-08-31 05:17:00,1.2666666666666666,0,0,Highway,3,35.0,50,0,1,0.0,1.2666666666666666,Friday,0.0,0.0,0.0,1.2666666666666666,0.0
3077,2018-08-31 00:12:00,2018-08-31 02:52:00,2.6666666666666665,0,0,Bridge,2,25.0,25,1,1,0.0,2.6666666666666665,Friday,0.0,0.0,0.0,2.6666666666666665,0.0
3079,2018-08-30 22:50:00,2018-08-31 03:52:00,5.033333333333333,0,0,Highway,3,35.0,50,0,1,0.0,5.033333333333333,Thursday,0.0,0.0,0.0,5.033333333333333,0.0
3080,2018-08-30 21:19:00,2018-08-31 04:49:00,7.5,0,0,Highway,5,54.0,30,0,1,0.0,7.5,Thursday,0.0,0.0,0.0,7.5,0.0
3081,2018-08-30 21:16:00,2018-08-31 05:14:00,7.966666666666667,0,2,Street,1,20.0,25,3,5,0.0,7.966666666666667,Thursday,0.0,0.0,0.0,7.966666666666667,0.0
3082,2018-08-30 21:04:00,2018-08-31 05:21:00,8.283333333333333,3,3,Tunnel,2,20.0,40,4,5,0.0,8.283333333333333,Thursday,0.0,0.0,0.0,8.283333333333333,0.0
3083,2018-08-30 20:58:00,2018-08-31 05:21:00,8.383333333333333,0,0,Street,2,26.0,25,0,0,0.0,8.383333333333333,Thursday,0.0,0.0,0.0,8.383333333333333,0.0
3084,2018-08-30 20:17:00,2018-08-30 21:55:00,1.6333333333333333,0,0,Street,2,26.0,25,0,0,0.0,1.6333333333333333,Thursday,0.0,0.0,0.0,1.6333333333333333,0.0
3085,2018-08-30 14:04:00,2018-08-30 15:24:00,1.3333333333333333,0,0,Highway,3,35.0,50,0,1,1.3333333333333333,0.0,Thursday,0.0,0.0,1.3333333333333333,0.0,1.0
3086,2018-08-30 13:34:00,2018-08-30 14:56:00,1.3666666666666667,0,0,Highway,3,35.0,50,0,1,1.3666666666666667,0.0,Thursday,0.0,0.0,1.3666666666666667,0.0,1.0
3087,2018-08-30 13:31:00,2018-08-30 14:47:00,1.2666666666666666,0,0,Highway,3,35.0,50,0,0,1.2666666666666666,0.0,Thursday,0.0,0.0,1.2666666666666666,0.0,1.0
3088,2018-08-30 13:31:00,2018-08-30 14:49:00,1.3,0,0,Highway,3,35.0,50,0,0,1.3,0.0,Thursday,0.0,0.0,1.3,0.0,1.0
3089,2018-08-30 09:54:00,2018-08-30 15:24:00,5.5,0,0,Bridge,4,40.0,45,0,0,5.5,0.0,Thursday,0.0,0.0,5.5,0.0,1.0
3090,2018-08-30 09:25:00,2018-08-30 15:13:00,5.8,1,1,Highway,2,20.0,40,2,4,5.8,0.0,Thursday,0.0,0.0,5.8,0.0,1.0
3091,2018-08-30 09:09:00,2018-08-30 11:54:00,2.75,0,0,Bridge,3,30.0,30,2,2,2.75,0.0,Thursday,0.0,0.0,2.75,0.0,1.0
3092,2018-08-30 07:18:00,2018-08-30 15:12:00,7.9,0,2,Bridge,2,20.0,35,4,5,7.9,0.0,Thursday,1.6833333333333333,0.2130801687763713,7.9,0.0,1.0
3094,2018-08-30 03:26:00,2018-08-30 06:12:00,2.7666666666666666,0,0,Street,4,50.0,25,0,0,0.21666666666666667,2.55,Thursday,0.0,0.0,0.21666666666666667,2.55,0.0783132530120482
3095,2018-08-30 00:01:00,2018-08-30 03:53:00,3.8666666666666667,0,0,Bridge,2,25.0,25,0,0,0.0,3.8666666666666667,Thursday,0.0,0.0,0.0,3.8666666666666667,0.0
3096,2018-08-30 00:00:00,2018-08-30 05:19:00,5.316666666666666,0,0,Street,3,20.0,25,0,0,0.0,5.316666666666666,Thursday,0.0,0.0,0.0,5.316666666666666,0.0
3097,2018-08-29 23:57:00,2018-08-30 04:13:00,4.266666666666667,0,0,Highway,3,30.0,40,1,1,0.0,4.266666666666667,Wednesday,0.0,0.0,0.0,4.266666666666667,0.0
3098,2018-08-29 23:50:00,2018-08-30 06:24:00,6.566666666666666,0,0,Street,6,60.0,25,0,2,0.4166666666666667,6.1499999999999995,Wednesday,0.0,0.0,0.4166666666666667,6.1499999999999995,0.0634517766497462
3099,2018-08-29 23:48:00,2018-08-30 04:27:00,4.65,0,0,Street,4,50.0,25,0,0,0.0,4.65,Wednesday,0.0,0.0,0.0,4.65,0.0
3101,2018-08-29 22:55:00,2018-08-30 05:26:00,6.516666666666667,1,2,Tunnel,2,20.0,40,2,2,0.0,6.516666666666667,Wednesday,0.0,0.0,0.0,6.516666666666667,0.0
3102,2018-08-29 22:31:00,2018-08-30 04:51:00,6.333333333333333,0,0,Highway,3,35.0,50,0,1,0.0,6.333333333333333,Wednesday,0.0,0.0,0.0,6.333333333333333,0.0
3103,2018-08-29 22:23:00,2018-08-30 04:50:00,6.45,0,0,Highway,3,35.0,50,0,1,0.0,6.45,Wednesday,0.0,0.0,0.0,6.45,0.0
3104,2018-08-29 21:51:00,2018-08-30 04:50:00,6.983333333333333,1,1,Bridge,4,40.0,45,1,1,0.0,6.983333333333333,Wednesday,0.0,0.0,0.0,6.983333333333333,0.0
3105,2018-08-29 21:16:00,2018-08-30 06:11:00,8.916666666666666,2,2,Bridge,2,22.0,35,2,3,0.2,8.716666666666667,Wednesday,0.0,0.0,0.2,8.716666666666667,0.022429906542056077
3106,2018-08-29 20:58:00,2018-08-30 05:19:00,8.35,2,2,Bridge,2,22.0,35,2,3,0.0,8.35,Wednesday,0.0,0.0,0.0,8.35,0.0
3107,2018-08-29 14:36:00,2018-08-29 15:46:00,1.1666666666666667,0,0,Bridge,4,40.0,45,0,0,1.1666666666666667,0.0,Wednesday,0.0,0.0,1.1666666666666667,0.0,1.0
3108,2018-08-29 13:28:00,2018-08-29 15:28:00,2.0,0,0,Highway,3,35.0,50,0,0,2.0,0.0,Wednesday,0.0,0.0,2.0,0.0,1.0
3109,2018-08-29 13:27:00,2018-08-29 15:21:00,1.9,0,0,Bridge,4,40.0,45,0,0,1.9,0.0,Wednesday,0.0,0.0,1.9,0.0,1.0
3110,2018-08-29 09:35:00,2018-08-29 15:06:00,5.516666666666667,1,1,Bridge,4,42.0,40,1,1,5.516666666666667,0.0,Wednesday,0.0,0.0,5.516666666666667,0.0,1.0
3111,2018-08-29 08:35:00,2018-08-29 15:06:00,6.516666666666667,0,2,Bridge,3,30.0,30,5,7,6.516666666666667,0.0,Wednesday,0.4,0.061381074168797956,6.516666666666667,0.0,1.0
3112,2018-08-29 08:12:00,2018-08-29 13:18:00,5.1,1,1,Highway,3,35.0,50,1,2,5.1,0.0,Wednesday,0.7833333333333333,0.15359477124183007,5.1,0.0,1.0
3113,2018-08-29 08:00:00,2018-08-29 15:09:00,7.15,3,4,Street,2,34.0,35,6,10,7.15,0.0,Wednesday,0.9833333333333333,0.1375291375291375,7.15,0.0,1.0
3114,2018-08-29 03:44:00,2018-08-29 05:17:00,1.55,0,0,Bridge,2,22.0,35,0,0,0.0,1.55,Wednesday,0.0,0.0,0.0,1.55,0.0
3115,2018-08-28 23:21:00,2018-08-29 04:27:00,5.1,1,1,Highway,3,35.0,50,2,2,0.0,5.1,Tuesday,0.0,0.0,0.0,5.1,0.0
3117,2018-08-28 23:07:00,2018-08-29 03:32:00,4.416666666666667,0,0,Highway,3,34.0,40,0,1,0.0,4.416666666666667,Tuesday,0.0,0.0,0.0,4.416666666666667,0.0
3118,2018-08-28 23:00:00,2018-08-29 08:55:00,9.916666666666666,0,0,Bridge,4,40.0,45,1,3,2.933333333333333,6.9833333333333325,Tuesday,1.9333333333333333,0.1949579831932773,2.933333333333333,6.9833333333333325,0.2957983193277311
3119,2018-08-28 22:28:00,2018-08-29 03:37:00,5.15,1,1,Highway,3,35.0,50,2,2,0.0,5.15,Tuesday,0.0,0.0,0.0,5.15,0.0
3120,2018-08-28 21:17:00,2018-08-29 04:42:00,7.416666666666667,0,1,Highway,5,52.0,30,1,2,0.0,7.416666666666667,Tuesday,0.0,0.0,0.0,7.416666666666667,0.0
3121,2018-08-28 21:15:00,2018-08-29 04:45:00,7.5,0,0,Tunnel,2,36.0,40,1,1,0.0,7.5,Tuesday,0.0,0.0,0.0,7.5,0.0
3124,2018-08-28 11:07:00,2018-08-29 05:16:00,18.15,1,2,Street,2,34.0,25,7,10,6.866666666666666,11.283333333333331,Tuesday,2.0,0.11019283746556474,6.866666666666666,11.283333333333331,0.37832874196510563
3125,2018-08-28 10:11:00,2018-08-28 15:03:00,4.866666666666666,0,1,Bridge,3,32.0,25,1,3,4.866666666666666,0.0,Tuesday,0.0,0.0,4.866666666666666,0.0,1.0
3126,2018-08-28 09:51:00,2018-08-28 19:30:00,9.65,0,1,Tunnel,2,26.0,25,2,5,8.133333333333333,1.5166666666666675,Tuesday,2.0,0.20725388601036268,8.133333333333333,1.5166666666666675,0.8428324697754749
3127,2018-08-28 09:42:00,2018-08-28 15:03:00,5.35,0,0,Bridge,4,42.0,40,0,1,5.35,0.0,Tuesday,0.0,0.0,5.35,0.0,1.0
3128,2018-08-28 09:20:00,2018-08-28 15:18:00,5.966666666666667,2,2,Bridge,4,40.0,45,2,2,5.966666666666667,0.0,Tuesday,0.0,0.0,5.966666666666667,0.0,1.0
3129,2018-08-28 08:39:00,2018-08-28 14:44:00,6.083333333333333,0,2,Highway,3,35.0,50,5,5,6.083333333333333,0.0,Tuesday,0.3333333333333333,0.0547945205479452,6.083333333333333,0.0,1.0
3130,2018-08-28 04:23:00,2018-08-28 14:47:00,10.4,2,2,Bridge,4,40.0,45,2,3,8.8,1.5999999999999996,Tuesday,2.0,0.1923076923076923,8.8,1.5999999999999996,0.8461538461538461
3131,2018-08-28 03:43:00,2018-08-28 05:22:00,1.65,0,0,Bridge,4,40.0,45,0,0,0.0,1.65,Tuesday,0.0,0.0,0.0,1.65,0.0
3132,2018-08-27 23:56:00,2018-08-28 04:33:00,4.616666666666666,0,1,Highway,2,22.0,30,1,1,0.0,4.616666666666666,Monday,0.0,0.0,0.0,4.616666666666666,0.0
3133,2018-08-27 23:40:00,2018-08-28 05:21:00,5.683333333333334,0,0,Street,3,30.0,25,0,0,0.0,5.683333333333334,Monday,0.0,0.0,0.0,5.683333333333334,0.0
3134,2018-08-27 23:32:00,2018-08-28 03:08:00,3.6,0,0,Bridge,2,22.0,35,0,1,0.0,3.6,Monday,0.0,0.0,0.0,3.6,0.0
3135,2018-08-27 23:31:00,2018-08-28 04:33:00,5.033333333333333,0,0,Street,1,20.0,25,0,0,0.0,5.033333333333333,Monday,0.0,0.0,0.0,5.033333333333333,0.0
3136,2018-08-27 23:27:00,2018-08-28 04:44:00,5.283333333333333,0,1,Street,3,20.0,25,1,2,0.0,5.283333333333333,Monday,0.0,0.0,0.0,5.283333333333333,0.0
3137,2018-08-27 23:23:00,2018-08-28 06:15:00,6.866666666666666,0,2,Street,5,56.0,25,3,3,0.26666666666666666,6.6,Monday,0.0,0.0,0.26666666666666666,6.6,0.03883495145631068
3139,2018-08-27 22:48:00,2018-08-28 04:35:00,5.783333333333333,0,0,Street,4,60.0,25,1,1,0.0,5.783333333333333,Monday,0.0,0.0,0.0,5.783333333333333,0.0
3141,2018-08-27 21:11:00,2018-08-27 22:16:00,1.0833333333333333,0,1,Tunnel,2,20.0,40,1,2,0.0,1.0833333333333333,Monday,0.0,0.0,0.0,1.0833333333333333,0.0
3142,2018-08-27 20:29:00,2018-08-28 05:47:00,9.3,1,2,Street,2,26.0,25,3,3,0.0,9.3,Monday,0.0,0.0,0.0,9.3,0.0
3145,2018-08-27 13:28:00,2018-08-27 14:46:00,1.3,0,0,Bridge,4,40.0,45,0,0,1.3,0.0,Monday,0.0,0.0,1.3,0.0,1.0
3146,2018-08-27 13:27:00,2018-08-27 14:46:00,1.3166666666666667,0,0,Highway,3,35.0,50,0,0,1.3166666666666667,0.0,Monday,0.0,0.0,1.3166666666666667,0.0,1.0
3147,2018-08-27 09:12:00,2018-08-27 15:23:00,6.183333333333334,0,0,Bridge,4,40.0,45,0,1,6.183333333333334,0.0,Monday,0.0,0.0,6.183333333333334,0.0,1.0
3148,2018-08-27 08:00:00,2018-08-27 14:32:00,6.533333333333333,0,1,Highway,3,35.0,50,4,4,6.533333333333333,0.0,Monday,0.9833333333333333,0.15051020408163265,6.533333333333333,0.0,1.0
3149,2018-08-27 07:30:00,2018-08-27 14:32:00,7.033333333333333,0,0,Bridge,4,40.0,45,0,1,7.033333333333333,0.0,Monday,1.4833333333333334,0.2109004739336493,7.033333333333333,0.0,1.0
3150,2018-08-26 23:27:00,2018-08-27 06:03:00,6.6,0,0,Street,6,60.0,25,0,0,0.06666666666666667,6.533333333333333,Sunday,0.0,0.0,0.06666666666666667,6.533333333333333,0.010101010101010102
3154,2018-08-26 22:59:00,2018-08-27 04:35:00,5.6,0,0,Tunnel,2,26.0,25,1,1,0.0,5.6,Sunday,0.0,0.0,0.0,5.6,0.0
3155,2018-08-26 22:00:00,2018-08-27 05:40:00,7.666666666666667,0,0,Street,2,26.0,25,1,1,0.0,7.666666666666667,Sunday,0.0,0.0,0.0,7.666666666666667,0.0
3156,2018-08-26 20:01:00,2018-08-26 21:17:00,1.2666666666666666,0,0,Street,1,20.0,30,0,0,0.0,1.2666666666666666,Sunday,0.0,0.0,0.0,1.2666666666666666,0.0
3157,2018-08-25 21:47:00,2018-08-26 08:42:00,10.916666666666666,0,0,Bridge,4,40.0,45,1,3,2.716666666666667,8.2,Saturday,1.7166666666666666,0.15725190839694655,2.716666666666667,8.2,0.2488549618320611
3158,2018-08-25 14:01:00,2018-08-25 15:16:00,1.25,0,0,Highway,3,34.0,50,0,0,1.25,0.0,Saturday,0.0,0.0,1.25,0.0,1.0
3159,2018-08-25 05:25:00,2018-08-25 14:06:00,8.683333333333334,0,1,Bridge,3,30.0,30,1,4,8.116666666666667,0.5666666666666664,Saturday,2.0,0.23032629558541265,8.116666666666667,0.5666666666666664,0.9347408829174665
3161,2018-08-25 01:20:00,2018-08-25 22:22:00,21.033333333333335,0,3,Street,4,60.0,25,5,7,12.0,9.033333333333335,Saturday,4.0,0.19017432646592708,12.0,9.033333333333335,0.5705229793977813
3162,2018-08-24 22:40:00,2018-08-25 03:07:00,4.45,0,0,Highway,3,30.0,40,2,2,0.0,4.45,Friday,0.0,0.0,0.0,4.45,0.0
3163,2018-08-24 22:15:00,2018-08-25 06:16:00,8.016666666666667,1,2,Bridge,4,42.0,40,2,2,0.2833333333333333,7.733333333333334,Friday,0.0,0.0,0.2833333333333333,7.733333333333334,0.03534303534303534
3164,2018-08-24 21:43:00,2018-08-25 08:50:00,11.116666666666667,0,0,Bridge,4,40.0,45,0,1,2.85,8.266666666666667,Friday,1.85,0.1664167916041979,2.85,8.266666666666667,0.2563718140929535
3165,2018-08-24 20:06:00,2018-08-25 09:26:00,13.333333333333334,1,1,Street,2,26.0,25,1,1,3.45,9.883333333333333,Friday,2.0,0.15,3.45,9.883333333333333,0.25875
3166,2018-08-24 14:31:00,2018-08-24 15:47:00,1.2666666666666666,0,1,Bridge,4,40.0,45,1,1,1.2666666666666666,0.0,Friday,0.0,0.0,1.2666666666666666,0.0,1.0
3167,2018-08-24 14:00:00,2018-08-24 15:20:00,1.3333333333333333,0,1,Bridge,4,40.0,45,1,1,1.3333333333333333,0.0,Friday,0.0,0.0,1.3333333333333333,0.0,1.0
3173,2018-08-24 13:31:00,2018-08-24 14:47:00,1.2666666666666666,0,0,Highway,3,35.0,50,0,0,1.2666666666666666,0.0,Friday,0.0,0.0,1.2666666666666666,0.0,1.0
3175,2018-08-24 12:38:00,2018-08-24 20:04:00,7.433333333333334,0,1,Tunnel,2,26.0,25,5,8,5.35,2.083333333333334,Friday,2.0,0.26905829596412556,5.35,2.083333333333334,0.7197309417040358
3177,2018-08-24 11:16:00,2018-08-24 15:08:00,3.8666666666666667,0,1,Bridge,4,42.0,40,1,2,3.8666666666666667,0.0,Friday,0.0,0.0,3.8666666666666667,0.0,1.0
3178,2018-08-24 10:02:00,2018-08-24 14:38:00,4.6,0,0,Ramp,1,16.0,-1,0,1,4.6,0.0,Friday,0.0,0.0,4.6,0.0,1.0
3179,2018-08-24 09:42:00,2018-08-24 10:43:00,1.0166666666666666,0,1,Bridge,4,54.0,25,1,1,1.0166666666666666,0.0,Friday,0.0,0.0,1.0166666666666666,0.0,1.0
3180,2018-08-24 09:22:00,2018-08-24 14:32:00,5.166666666666667,0,0,Highway,3,35.0,50,0,0,5.166666666666667,0.0,Friday,0.0,0.0,5.166666666666667,0.0,1.0
3181,2018-08-24 08:46:00,2018-08-24 12:14:00,3.466666666666667,0,0,Ramp,1,16.0,-1,0,0,3.466666666666667,0.0,Friday,0.21666666666666667,0.0625,3.466666666666667,0.0,1.0
3182,2018-08-24 04:47:00,2018-08-24 15:06:00,10.316666666666666,0,0,Bridge,4,40.0,45,0,0,9.116666666666667,1.1999999999999993,Friday,2.0,0.1938610662358643,9.116666666666667,1.1999999999999993,0.8836833602584815
3187,2018-08-24 00:28:00,2018-08-24 04:28:00,4.0,0,0,Bridge,4,40.0,45,0,0,0.0,4.0,Friday,0.0,0.0,0.0,4.0,0.0
3188,2018-08-24 00:12:00,2018-08-24 04:31:00,4.316666666666666,0,0,Highway,4,44.0,50,0,0,0.0,4.316666666666666,Friday,0.0,0.0,0.0,4.316666666666666,0.0
3189,2018-08-23 23:28:00,2018-08-24 04:40:00,5.2,0,0,Highway,3,35.0,50,1,1,0.0,5.2,Thursday,0.0,0.0,0.0,5.2,0.0
3190,2018-08-23 23:26:00,2018-08-24 05:39:00,6.216666666666667,0,0,Highway,3,35.0,50,1,1,0.0,6.216666666666667,Thursday,0.0,0.0,0.0,6.216666666666667,0.0
3191,2018-08-23 23:16:00,2018-08-24 04:44:00,5.466666666666667,0,0,Street,4,60.0,25,2,2,0.0,5.466666666666667,Thursday,0.0,0.0,0.0,5.466666666666667,0.0
3192,2018-08-23 23:06:00,2018-08-24 04:00:00,4.9,0,0,Street,2,22.0,25,0,0,0.0,4.9,Thursday,0.0,0.0,0.0,4.9,0.0
3193,2018-08-23 22:30:00,2018-08-24 04:49:00,6.316666666666666,1,2,Highway,3,30.0,40,5,5,0.0,6.316666666666666,Thursday,0.0,0.0,0.0,6.316666666666666,0.0
3194,2018-08-23 20:55:00,2018-08-24 04:39:00,7.733333333333333,0,0,Bridge,4,40.0,45,0,0,0.0,7.733333333333333,Thursday,0.0,0.0,0.0,7.733333333333333,0.0
3195,2018-08-23 20:02:00,2018-08-24 05:34:00,9.533333333333333,0,0,Street,2,26.0,25,1,1,0.0,9.533333333333333,Thursday,0.0,0.0,0.0,9.533333333333333,0.0
3196,2018-08-23 14:30:00,2018-08-23 15:35:00,1.0833333333333333,0,0,Bridge,4,40.0,45,0,0,1.0833333333333333,0.0,Thursday,0.0,0.0,1.0833333333333333,0.0,1.0
3197,2018-08-23 14:29:00,2018-08-23 15:35:00,1.1,0,0,Street,2,22.0,25,0,1,1.1,0.0,Thursday,0.0,0.0,1.1,0.0,1.0
3198,2018-08-23 09:18:00,2018-08-23 14:20:00,5.033333333333333,1,1,Highway,3,35.0,50,2,3,5.033333333333333,0.0,Thursday,0.0,0.0,5.033333333333333,0.0,1.0
3199,2018-08-23 08:36:00,2018-08-23 15:07:00,6.516666666666667,1,2,Bridge,3,30.0,30,6,10,6.516666666666667,0.0,Thursday,0.38333333333333336,0.05882352941176471,6.516666666666667,0.0,1.0
3200,2018-08-23 07:39:00,2018-08-23 14:42:00,7.05,0,1,Bridge,4,40.0,45,2,4,7.05,0.0,Thursday,1.3333333333333333,0.18912529550827423,7.05,0.0,1.0
3201,2018-08-23 05:19:00,2018-08-23 11:37:00,6.3,0,2,Street,3,30.0,25,4,6,5.633333333333334,0.6666666666666661,Thursday,2.0,0.31746031746031744,5.633333333333334,0.6666666666666661,0.8941798941798943
3202,2018-08-23 02:33:00,2018-08-23 06:20:00,3.783333333333333,0,0,Street,3,30.0,25,0,1,0.35,3.433333333333333,Thursday,0.0,0.0,0.35,3.433333333333333,0.09251101321585903
3203,2018-08-22 23:45:00,2018-08-23 02:41:00,2.933333333333333,0,0,Highway,3,30.0,40,0,1,0.0,2.933333333333333,Wednesday,0.0,0.0,0.0,2.933333333333333,0.0
3204,2018-08-22 22:54:00,2018-08-23 02:57:00,4.05,0,2,Bridge,2,22.0,35,2,3,0.0,4.05,Wednesday,0.0,0.0,0.0,4.05,0.0
3205,2018-08-22 21:56:00,2018-08-23 04:33:00,6.616666666666666,0,0,Highway,3,30.0,40,0,0,0.0,6.616666666666666,Wednesday,0.0,0.0,0.0,6.616666666666666,0.0
3206,2018-08-22 21:23:00,2018-08-23 04:59:00,7.6,0,0,Street,3,20.0,25,0,1,0.0,7.6,Wednesday,0.0,0.0,0.0,7.6,0.0
3207,2018-08-22 20:47:00,2018-08-23 04:40:00,7.883333333333334,1,1,Bridge,4,40.0,45,1,1,0.0,7.883333333333334,Wednesday,0.0,0.0,0.0,7.883333333333334,0.0
3208,2018-08-22 13:24:00,2018-08-23 08:40:00,19.266666666666666,1,2,Bridge,4,40.0,45,2,4,7.266666666666667,12.0,Wednesday,3.683333333333333,0.19117647058823528,7.266666666666667,12.0,0.3771626297577855
3209,2018-08-22 11:13:00,2018-08-22 14:33:00,3.3333333333333335,1,1,Highway,3,35.0,50,1,1,3.3333333333333335,0.0,Wednesday,0.0,0.0,3.3333333333333335,0.0,1.0
3210,2018-08-22 09:55:00,2018-08-22 15:13:00,5.3,0,0,Bridge,3,30.0,30,0,3,5.3,0.0,Wednesday,0.0,0.0,5.3,0.0,1.0
3211,2018-08-22 09:53:00,2018-08-22 19:03:00,9.166666666666666,0,3,Tunnel,2,26.0,25,4,8,8.1,1.0666666666666664,Wednesday,2.0,0.2181818181818182,8.1,1.0666666666666664,0.8836363636363637
3212,2018-08-22 07:18:00,2018-08-22 13:02:00,5.733333333333333,0,0,Ramp,1,24.0,-1,0,1,5.733333333333333,0.0,Wednesday,1.6833333333333333,0.2936046511627907,5.733333333333333,0.0,1.0
3214,2018-08-21 23:51:00,2018-08-22 04:42:00,4.85,0,0,Street,3,26.0,25,0,0,0.0,4.85,Tuesday,0.0,0.0,0.0,4.85,0.0
3216,2018-08-21 22:24:00,2018-08-22 04:46:00,6.366666666666666,0,0,Highway,3,35.0,50,1,1,0.0,6.366666666666666,Tuesday,0.0,0.0,0.0,6.366666666666666,0.0
3217,2018-08-21 22:18:00,2018-08-22 07:04:00,8.766666666666667,0,0,Street,2,24.0,25,0,0,1.0833333333333333,7.6833333333333345,Tuesday,0.08333333333333333,0.00950570342205323,1.0833333333333333,7.6833333333333345,0.12357414448669199
3218,2018-08-21 21:50:00,2018-08-22 06:13:00,8.383333333333333,0,2,Street,6,60.0,25,2,3,0.23333333333333334,8.15,Tuesday,0.0,0.0,0.23333333333333334,8.15,0.027833001988071572
3219,2018-08-21 21:42:00,2018-08-22 04:01:00,6.316666666666666,1,1,Highway,3,35.0,50,2,2,0.0,6.316666666666666,Tuesday,0.0,0.0,0.0,6.316666666666666,0.0
3220,2018-08-21 19:33:00,2018-08-22 03:26:00,7.883333333333334,0,0,Street,3,24.0,25,0,0,0.0,7.883333333333334,Tuesday,0.0,0.0,0.0,7.883333333333334,0.0
3221,2018-08-21 12:07:00,2018-08-21 20:04:00,7.95,0,1,Tunnel,2,26.0,25,3,3,5.866666666666666,2.083333333333334,Tuesday,2.0,0.25157232704402516,5.866666666666666,2.083333333333334,0.7379454926624738
3222,2018-08-21 09:12:00,2018-08-21 14:43:00,5.516666666666667,0,0,Bridge,3,30.0,30,0,4,5.516666666666667,0.0,Tuesday,0.0,0.0,5.516666666666667,0.0,1.0
3223,2018-08-21 08:52:00,2018-08-21 16:42:00,7.833333333333333,1,3,Highway,2,22.0,40,3,6,7.833333333333333,0.0,Tuesday,0.8333333333333334,0.10638297872340427,7.833333333333333,0.0,1.0
3224,2018-08-21 08:22:00,2018-08-21 15:07:00,6.75,0,1,Bridge,4,42.0,40,1,2,6.75,0.0,Tuesday,0.6166666666666667,0.09135802469135802,6.75,0.0,1.0
3225,2018-08-21 08:16:00,2018-08-21 14:06:00,5.833333333333333,1,1,Highway,2,20.0,40,2,3,5.833333333333333,0.0,Tuesday,0.7166666666666667,0.12285714285714286,5.833333333333333,0.0,1.0
3226,2018-08-21 07:45:00,2018-08-21 14:30:00,6.75,0,0,Bridge,4,40.0,45,1,1,6.75,0.0,Tuesday,1.2333333333333334,0.18271604938271604,6.75,0.0,1.0
3227,2018-08-21 01:45:00,2018-08-21 03:49:00,2.066666666666667,0,0,Bridge,2,25.0,25,0,0,0.0,2.066666666666667,Tuesday,0.0,0.0,0.0,2.066666666666667,0.0
3228,2018-08-21 01:21:00,2018-08-21 04:34:00,3.216666666666667,0,0,Street,3,20.0,25,0,0,0.0,3.216666666666667,Tuesday,0.0,0.0,0.0,3.216666666666667,0.0
3229,2018-08-20 23:53:00,2018-08-21 05:14:00,5.35,0,0,Highway,3,30.0,40,1,1,0.0,5.35,Monday,0.0,0.0,0.0,5.35,0.0
3231,2018-08-20 22:08:00,2018-08-21 05:14:00,7.1,0,1,Bridge,2,22.0,35,2,3,0.0,7.1,Monday,0.0,0.0,0.0,7.1,0.0
3232,2018-08-20 21:44:00,2018-08-21 02:47:00,5.05,0,0,Ramp,1,12.0,30,1,2,0.0,5.05,Monday,0.0,0.0,0.0,5.05,0.0
3233,2018-08-20 20:57:00,2018-08-21 04:33:00,7.6,0,0,Bridge,4,40.0,45,0,0,0.0,7.6,Monday,0.0,0.0,0.0,7.6,0.0
3234,2018-08-20 19:43:00,2018-08-21 05:34:00,9.85,1,1,Street,2,26.0,25,1,1,0.0,9.85,Monday,0.0,0.0,0.0,9.85,0.0
3236,2018-08-20 18:28:00,2018-08-20 20:10:00,1.7,0,0,Tunnel,2,26.0,25,0,0,0.0,1.7,Monday,0.0,0.0,0.0,1.7,0.0
3237,2018-08-20 16:01:00,2018-08-21 05:47:00,13.766666666666667,1,3,Bridge,2,22.0,35,4,5,1.9666666666666666,11.8,Monday,1.9666666666666666,0.14285714285714285,1.9666666666666666,11.8,0.14285714285714285
3239,2018-08-20 13:22:00,2018-08-20 14:29:00,1.1166666666666667,0,0,Highway,3,35.0,50,0,0,1.1166666666666667,0.0,Monday,0.0,0.0,1.1166666666666667,0.0,1.0
3244,2018-08-19 23:03:00,2018-08-20 04:39:00,5.6,0,1,Tunnel,2,26.0,25,1,1,0.0,5.6,Sunday,0.0,0.0,0.0,5.6,0.0
3245,2018-08-19 21:38:00,2018-08-20 05:37:00,7.983333333333333,0,0,Street,2,26.0,25,1,1,0.0,7.983333333333333,Sunday,0.0,0.0,0.0,7.983333333333333,0.0
