wz_id,segmentid,created_date,closed_date,created_season,closed_season,duration_days,purpose,geometry,length_ft
0_0,[32594],2017-02-02,2018-01-01,winter,winter,333,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((985479.7560875559 205496.2393690428, 985088.4321324559 205748.9289112173))",465.81803588899476
1000_0,"[37666 37564 37545 37793 11143 37775 36441 37547 37671 37448 11167 11158
 37773 37528 37661 37662 37640 37525 37795 37664 37542 37645 37778 37772
 37642 37543 37449]",2017-10-27,2017-11-02,fall,fall,6,"[""['Dot In-House Paving']"" ""['Occupancy Of Roadway As Stipulated']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((996814.5285559598 223747.1427200757, 996940.283421604 223976.2460049704), (995900.0226257973 222098.1734469447, 996028.6874126887 222329.645519434), (995634.454416925 221618.7660478528, 995771.9449398881 221867.2688757387), (997574.9103553292 225119.1905840336, 997701.3772162579 225347.5326843906), (958667.5123541196 147922.6893340956, 958868.5752707074 147778.5820330016), (997320.9204254339 224661.3086897212, 997448.2008922312 224890.2642869136), (994716.9724861371 219965.4890960254, 994856.1132265701 220214.0643155618), (995771.9449398881 221867.2688757387, 995900.0226257973 222098.1734469447), (996940.283421604 223976.2460049704, 997067.2488912313 224204.5750985827), (994856.1132265701 220214.0643155618, 994984.4205231788 220444.6669764417), (958931.9809928662 148287.9878359206, 958667.5123541196 147922.6893340956), (958472.6271527344 148079.1949460864, 958667.5123541196 147922.6893340956), (997194.1321591812 224432.9958932512, 997320.9204254339 224661.3086897212), (995240.3953093478 220907.0138966693, 995368.5320009263 221138.6729578546), (996413.0678586153 223023.271145313, 996550.8043737148 223272.0593840544), (996550.8043737148 223272.0593840544, 996686.7528804365 223518.1476298812), (996028.6874126887 222329.645519434, 996156.4236943481 222560.8813916483), (995112.2062160467 220675.9322346869, 995240.3953093478 220907.0138966693), (997701.3772162579 225347.5326843906, 997839.065917529 225593.0323547261), (996686.7528804365 223518.1476298812, 996814.5285559598 223747.1427200757), (995368.5320009263 221138.6729578546, 995496.6260909978 221370.1550213405), (996284.5867764467 222792.2090665775, 996413.0678586153 223023.271145313), (997448.2008922312 224890.2642869136, 997574.9103553292 225119.1905840336), (997067.2488912313 224204.5750985827, 997194.1321591812 224432.9958932512), (996156.4236943481 222560.8813916483, 996284.5867764467 222792.2090665775), (995496.6260909978 221370.1550213405, 995634.454416925 221618.7660478528), (994984.4205231788 220444.6669764417, 995112.2062160467 220675.9322346869))",7383.89819811298
1001_0,[32568],2017-10-27,2017-11-15,fall,fall,19,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((985410.5192044964 204937.1010019214, 985199.9342366658 205072.5139544143))",250.36512612392698
1002_0,[  9672 118414   9678  14517   8233  15885  15578   8237 110822],2017-10-27,2018-01-01,fall,winter,66,"[""['Contract Roadway Milling-Protected', 'Dot In-House Paving']""
 ""['Contract Roadway Milling', 'Dot In-House Paving']""
 ""['Contract Roadway Milling']""]","MULTILINESTRING ((949857.290429976 160161.7945202599, 949895.585039438 159498.1181883852), (949989.1993710788 158531.076452925, 950012.0001468376 158160.4702844818), (949803.2499963238 161066.7663132809, 949857.290429976 160161.7945202599), (963445.9161785878 159056.4509397084, 963432.3199903158 159809.6527287138), (949999.9925249539 158100.2930585379, 950002.33948065 157973.0298583289, 950009.680427756 157845.8610677168, 950022.0031644235 157719.0748864718, 950039.272888786 157592.9691142899), (965305.9367716151 160168.3902484058, 965012.3988681905 160638.5404469024), (963294.3554778645 160937.7458343242, 963560.0487631746 160530.6435814966), (949986.9199286206 158974.4251641963, 949989.1993710788 158531.076452925), (949986.3283713176 159151.7345692935, 949986.9199286206 158974.4251641963))",4866.386466464153
1003_0,[34055],2017-10-28,2017-10-29,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((988001.5347752579 214967.2781820701, 987214.9416727946 215403.1129526571))",899.2667324523095
1004_0,"[193743 271228 193539 160580  34973  22827 160581  34200 271331 271227
 265023 271332]",2017-10-28,2017-10-30,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated']""]","MULTILINESTRING ((987857.0364958403 223439.1825834958, 987700.6999288087 223526.766701727), (982881.6088224535 209489.0179151473, 982182.986051252 209873.9640800655), (988410.7089626796 223133.8038795117, 987905.6742034158 223412.8114538972), (962046.2627231793 150726.3121170342, 962033.9892496248 150706.7420750928), (995712.3052611015 202025.0899372653, 995547.0891337608 201823.6062623197), (988576.5331599519 189775.394852438, 989177.7522796748 189468.0410947395), (962033.9892496248 150706.7420750928, 961896.0480727968 150486.8143075948), (989293.6375328045 215445.2384118554, 988510.8640437401 215874.3073277334), (990818.6670622289 216088.8149841925, 990508.8892781131 216260.7699230477), (982903.196901392 209478.763148315, 982881.6088224535 209489.0179151473), (984539.5443326212 204531.6938984639, 984835.8295308318 204984.4089051207), (990508.8892781131 216260.7699230477, 989925.2594769049 216584.7375851454))",5251.757051838673
1005_0,[33912],2017-10-28,2017-11-05,fall,fall,8,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((987508.9419750093 212205.6110928072, 986712.9949968983 212638.6705047688))",906.1302589873438
1006_0,[236949  32114  23260 166006  32366 162729 166005],2017-10-28,2017-11-06,fall,fall,9,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((982563.8536497027 211082.5584262036, 982070.1660242715 211357.7717196533), (983647.4414756151 202659.5916821377, 983937.4854405485 203110.2639910323), (981924.8625620971 199538.4025177177, 981563.7091038156 199752.9192482819), (994762.7762026004 221171.5121031247, 994791.7427302191 221155.449260714), (984809.6243759734 202562.4947389289, 984579.2559606923 202693.1041845009), (987843.514335749 193314.9718760113, 988359.3847402137 193291.8207727482), (994345.4161662722 221402.8906298837, 994762.7762026004 221171.5121031247))",2812.7499685507187
1007_0,[32823],2017-10-28,2017-11-15,fall,fall,18,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((986877.5028711883 208974.4493186009, 985986.3492378846 209470.0465389829))",1019.6918176590582
1008_0,[32448],2017-10-29,2017-10-30,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((984728.147466759 207199.8033066114, 983946.4059385903 207626.8311556709))",890.7707902349741
1009_0,[67093],2017-10-30,2017-11-01,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1000058.395174092 212270.0813170121, 999801.1845057465 211880.7624746249))",466.6117111135
100_0,"[  76205  113401   76206  175351   75853   66213   76158   75691   76057
   68030   66297   66300   66296   68293   65964   66106   75532   68045
   76144   68037  120737   76171  175352   68303  172958   65967   35730
   66987   35719   66212  172517   67936   75852   75521  109419   68288
   68146  259867   65961 9000706 9000707 9000709   66102 9000713   68282
   75687   68161 9000721   68145   68163  276812 9000714 9000704  276811
   66184   66199   76017   65959 9000715 9000717 9000718 9000719  113402
  172516   68289  109418 9000720   68157   75686   66110 9000712   76052
  183854   75536   67940   66295   66197 9000700 9000701   35732 9000699
 9000702   76063   75506   66299   76202   76003]",2017-04-10,2017-05-15,spring,spring,35,"[""['Dot In-House Paving']""
 ""['Dot In-House Paving', 'Occupancy Of Roadway As Stipulated']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1015343.482664176 211532.7045857929, 1015381.333817743 211538.551013246), (1014086.383626312 211357.6351910708, 1014244.412272069 211379.3187186815), (1015381.333817743 211538.551013246, 1015638.998273863 211574.0866694472), (1015161.359268866 218755.855449351, 1015303.48565108 218802.6241277289), (1012530.877557992 218800.0169102941, 1012799.972752237 218753.3743140649), (1002861.228034955 208474.7049406533, 1003101.353493021 208329.3938316146), (1014654.826065375 218627.0915269688, 1014907.904120069 218686.570304319), (1011499.375869794 219004.2415644314, 1011808.3136449 218939.997558547), (1014590.489086209 211427.1904739979, 1014848.137239674 211462.8967332709), (1007366.574098931 219980.5387484111, 1007556.741951627 219913.9845938741), (1003343.240957672 208183.495329635, 1003458.031456659 208112.5638669674), (1003583.074605692 208039.345630134, 1003663.563896565 207989.0539257512), (1003101.353493021 208329.3938316146, 1003192.331646567 208273.7083407367), (1009583.196796271 219515.4269202015, 1009734.594667098 219483.7151102213), (1000654.957604313 209211.601672069, 1000706.142266095 209198.4489868097), (1001633.72352737 209052.4969751566, 1001719.954029476 209043.0188110045, 1001805.557943564 209028.5374289585, 1001890.10556753 209009.1218279296), (1010664.701999387 219278.0661683535, 1010890.155154867 219140.6399712097), (1007960.794729132 219840.2954364812, 1008230.040718588 219783.3081927093), (1014130.467999375 218620.3937216936, 1014398.030977837 218591.1952558036), (1007829.219675708 219627.5008142991, 1008102.182780235 219574.3984663122), (998821.8419178529 209675.0218808755, 999096.8985305196 209605.4884894381), (1014907.904120069 218686.570304319, 1015161.359268866 218755.855449351), (1015303.48565108 218802.6241277289, 1015324.492737109 218809.5367689164), (1009734.594667098 219483.7151102213, 1010035.97680484 219417.6040948113), (1007168.043382947 220101.2657735943, 1007276.842901091 220003.6155803108), (1000706.142266095 209198.4489868097, 1000798.366934315 209175.8541973158), (999602.037919744 209478.1866132576, 999641.3457218157 209468.0196001128), (1009923.442412456 204530.4030485746, 1010101.123533274 204423.4187363333), (999096.8985305196 209605.4884894381, 999602.037919744 209478.1866132576), (1002620.301867988 208620.9410535645, 1002861.228034955 208474.7049406533), (1009260.014793979 204927.5468839938, 1009563.851316826 204756.4026987975), (1007568.888493563 210033.6872893051, 1007848.550803176 210149.1836773284), (1012261.3920633 218845.5867084806, 1012530.877557992 218800.0169102941), (1010395.40009804 219344.4200854784, 1010664.701999387 219278.0661683535), (1009147.865221933 205116.2702537663, 1009923.442412456 204530.4030485746), (1009454.332967083 219292.7783338438, 1009725.090369381 219233.8739952872), (1008230.040718588 219783.3081927093, 1008505.435035204 219726.3180673872), (1013149.74130998 218685.6124431375, 1013339.23915 218655.5879388542), (1000243.817907404 209314.697644438, 1000654.957604313 209211.601672069), (990097.3538425348 202812.3058658329, 990114.0283423817 202803.0590873984), (990114.0283423817 202803.0590873984, 990129.808836872 202794.3081078046), (990129.808836872 202794.3081078046, 990147.1973409762 202784.6653303101), (1001375.861918243 209082.9686772172, 1001633.72352737 209052.4969751566), (990165.6348513457 202774.4406541986, 990183.0939558402 202764.7586768304), (1009112.536112743 219613.0855877329, 1009426.106500469 219548.3331077387), (1011190.582496076 219068.6727690065, 1011499.375869794 219004.2415644314), (1008796.180513983 219677.7627581681, 1009112.536112743 219613.0855877329), (990290.7253997688 202705.0723167325, 990655.067375889 202502.9949948702), (1008102.182780235 219574.3984663122, 1008371.402672472 219515.4133275761), (1008918.589093463 219403.4504526523, 1009185.029974296 219347.1654926735), (1007168.907159154 219766.4465269627, 1007288.069483841 219743.956284601), (990183.0939558402 202764.7586768304, 990201.2246643548 202754.7044003519), (990079.3225345419 202822.3050425316, 990097.3538425348 202812.3058658329), (1007062.533903887 219761.1273132255, 1007168.907159154 219766.4465269627), (1002138.226233044 208910.6348801316, 1002290.418550989 208822.5184703285), (1002290.418550989 208822.5184703285, 1002380.087499178 208767.9221744919), (1013863.318419003 218655.6353670362, 1014130.467999375 218620.3937216936), (1000157.019863209 209336.8201503133, 1000243.817907404 209314.697644438), (990201.2246643548 202754.7044003519, 990218.1387655516 202745.3248223221), (990218.1387655516 202745.3248223221, 990234.6412642901 202736.1734437664), (990234.6412642901 202736.1734437664, 990253.7677787214 202725.5668686321), (990253.7677787214 202725.5668686321, 990271.6022853983 202715.6768918349), (1014244.412272069 211379.3187186815, 1014332.844133531 211391.4548137975), (1009563.851316826 204756.4026987975, 1009923.442412456 204530.4030485746), (1009426.106500469 219548.3331077387, 1009583.196796271 219515.4269202015), (1008873.192481688 205224.9277639448, 1009147.865221933 205116.2702537663), (990271.6022853983 202715.6768918349, 990290.7253997688 202705.0723167325), (1008641.947968831 219460.6178766315, 1008918.589093463 219403.4504526523), (1011808.3136449 218939.997558547, 1012261.3920633 218845.5867084806), (1001890.10556753 209009.1218279296, 1001974.70531644 208981.2774002203, 1002057.560072426 208948.3905511984, 1002138.226233044 208910.6348801316), (990147.1973409762 202784.6653303101, 990165.6348513457 202774.4406541986), (1014332.844133531 211391.4548137975, 1014590.489086209 211427.1904739979), (1014398.030977837 218591.1952558036, 1014314.950037842 218561.9595009861), (1010890.155154867 219140.6399712097, 1011190.582496076 219068.6727690065), (1007848.550803176 210149.1836773284, 1008127.803112591 210265.0180619917), (1003192.331646567 208273.7083407367, 1003343.240957672 208183.495329635), (1002380.087499178 208767.9221744919, 1002620.301867988 208620.9410535645), (990028.7946318514 202850.3248773599, 990045.9195344526 202840.8283994412), (990045.9195344526 202840.8283994412, 990062.6152344673 202831.5699209649), (999641.3457218157 209468.0196001128, 1000157.019863209 209336.8201503133), (989993.114618053 202870.1113314227, 990028.7946318514 202850.3248773599), (990062.6152344673 202831.5699209649, 990079.3225345419 202822.3050425316), (1014848.137239674 211462.8967332709, 1015095.703250879 211497.9039599002), (1010035.97680484 219417.6040948113, 1010395.40009804 219344.4200854784), (1003458.031456659 208112.5638669674, 1003583.074605692 208039.345630134), (1015095.703250879 211497.9039599002, 1015343.482664176 211532.7045857929), (1013339.23915 218655.5879388542, 1013601.710287955 218653.2101627972))",18202.834071059944
1010_0,[72585],2017-10-30,2017-11-02,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1004351.44421117 252843.0291792606, 1003999.888344817 253559.493200685))",798.0678048655764
1011_0,[43030 43209 43438 43325 29886 43119 67358 29873 43305],2017-10-30,2017-11-06,fall,fall,7,"[""['Dot In-House Milling']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1000719.514318313 187523.8858540617, 1001504.921915829 187642.5506838415), (1002316.225198314 187765.644825619, 1003126.987184712 187889.3424575119), (1004747.763083032 188134.8808838069, 1005657.599902562 188272.555335506), (1003939.596188616 188011.8655837671, 1004747.763083032 188134.8808838069), (999935.3076309824 187405.5852215456, 1000719.514318313 187523.8858540617), (1001504.921915829 187642.5506838415, 1002316.225198314 187765.644825619), (1002042.550483278 210009.6154009913, 1001939.658410995 209338.6432373093), (999147.9512449759 187285.5589613252, 999935.3076309824 187405.5852215456), (1003126.987184712 187889.3424575119, 1003939.596188616 188011.8655837671))",7262.864814037392
1012_0,[164863 164864],2017-10-30,2017-11-15,fall,fall,16,"[""['Contract Roadway Milling-Protected']""]","MULTILINESTRING ((989191.6648669604 220316.9722807586, 989159.588027217 220335.1447026), (989159.588027217 220335.1447026, 988970.1676027993 220439.9577605272))",253.35206987921572
1013_0,[63186],2017-10-30,2017-11-18,fall,fall,19,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1052115.009348346 188396.2828116503, 1052316.610848528 188203.1177921964))",279.2058194523414
1014_0,[165358 165359  84784],2017-10-30,2018-01-01,fall,winter,63,"[""['Occupancy Of Roadway As Stipulated']""
 ""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((990759.4479662516 214929.973782648, 991179.3900572973 214696.2396187201), (991179.3900572973 214696.2396187201, 991207.3133830664 214681.5283637232), (1027828.514083324 221882.5156679277, 1027813.396168855 221426.294352045))",968.6402351471916
1015_0,[37484 11161],2017-10-31,2017-11-04,fall,fall,4,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((994689.996652527 223070.8865938464, 995133.8887907491 222825.0070295428), (958726.7710568354 148436.2649270385, 958472.6271527344 148079.1949460864))",945.7201719257944
1016_0,[8129],2017-10-31,2017-12-13,fall,winter,43,"[""['Repair Gas']""]","MULTILINESTRING ((948980.7393519951 150231.6434920984, 949202.2501790037 150331.7844172442))",243.0951488020794
1017_0,"[  30818 9003805   45124 9005237   45121   45347   47217   43955  294318
 9005442 9005441 9005443   44086   45353 9005439  294317   30830   45260
 9005438 9005440   44080  294322   43945   44092   30655   30663 9005446
 9003804  294332   48507  294331   43963  294330   13776   45132   43947
 9005445 9005444   43953 9005435 9003806 9005436   48491 9005231   30838
 9005232   45365   44088   30670   45127 9005437   48505 9005233 9005234
 9005236 9005235   45359 9005429   48495   43959 9005430 9005431 9005434
   30846 9005432   43807 9005433]",2017-10-31,2018-01-01,fall,winter,62,"[""['Contract Roadway Milling', 'Dot In-House Paving']""
 ""['Contract Roadway Milling']""
 ""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((996353.2735410291 190956.8089459419, 996433.2293226417 190422.9830086575), (1009004.773958497 190346.1708945165, 1009016.610658666 190362.0561873264), (1007232.138044556 193627.8714864402, 1007440.580450686 193471.9044282492), (1007793.521285688 193208.3588158009, 1007857.353652664 193160.8065233593), (1007023.213435554 193783.3073443774, 1007232.138044556 193627.8714864402), (1009558.515895813 190218.6357471021, 1009959.981523361 190755.8819688337), (1010184.446582008 189751.3317425685, 1010583.86671005 190287.7218466025), (1008964.791055467 188987.8352417578, 1009365.971448268 189525.8228038746), (1009460.21477658 190957.0315517564, 1009542.368582219 191067.1927904704), (1007174.804035542 193116.720757205, 1007196.229836483 193145.3541245021), (1007163.286435046 193101.328667245, 1007174.804035542 193116.720757205), (1007196.229836483 193145.3541245021, 1007208.903437065 193162.2912234302), (1009157.499487901 189680.9370050009, 1009558.515895813 190218.6357471021), (1009959.981523361 190755.8819688337, 1010360.239864242 191292.7768638878), (1007136.176233946 193065.0986554469, 1007148.53723444 193081.6179520237), (1009375.274171487 190843.1334904404, 1009460.21477658 190957.0315517564), (996237.1783083103 191716.0715302001, 996353.2735410291 190956.8089459419), (1008282.219035779 194600.8980385195, 1008605.171329774 195018.642267588), (1007116.744433201 193039.1301035665, 1007136.176233946 193065.0986554469), (1007148.53723444 193081.6179520237, 1007163.286435046 193101.328667245), (1009382.735571716 188676.3570542595, 1009783.449966962 189214.2200093306), (1009345.472769874 190803.1722582075, 1009375.274171487 190843.1334904404), (1008368.780823952 188622.4517614065, 1008756.548896368 189143.4906429952), (1009783.449966962 189214.2200093306, 1010184.446582008 189751.3317425685), (995084.9496947592 193483.4677579137, 995323.362064123 193521.1656071946), (995323.362064123 193521.1656071946, 995538.2737582095 193555.1527523345), (1007241.85143865 193206.3230805328, 1007440.580450686 193471.9044282492), (1008740.706858504 189991.7819190515, 1009004.773958497 190346.1708945165), (1009180.639162661 190582.1448715931, 1009238.927164877 190660.3038269579), (1010568.738031136 191137.3644548915, 1010999.232495118 191715.0927587177), (1009141.581961358 190529.7726661901, 1009180.639162661 190582.1448715931), (1008756.548896368 189143.4906429952, 1009157.499487901 189680.9370050009), (1009238.927164877 190660.3038269579, 1009345.472769874 190803.1722582075), (955227.679740101 171626.0944254893, 954525.1362177735 171518.624966171), (1007857.353652664 193160.8065233593, 1008065.858250648 193005.124875731), (1008580.887699834 188464.9658730283, 1008964.791055467 188987.8352417578), (1007227.483437959 193187.1215684303, 1007241.85143865 193206.3230805328), (1007208.903437065 193162.2912234302, 1007227.483437959 193187.1215684303), (1008998.18589654 188158.5269020505, 1009382.735571716 188676.3570542595), (1007592.385727371 193358.3630793059, 1007649.013054045 193316.0093733889), (1009016.610658666 190362.0561873264, 1009141.581961358 190529.7726661901), (1007038.71763063 192934.8550932166, 1007104.075432746 193022.1992045114), (1010167.554485947 190600.1215575415, 1010568.738031136 191137.3644548915), (1007649.013054045 193316.0093733889, 1007694.509316017 193282.1170495464), (996149.8962515115 192294.0410029063, 996237.1783083103 191716.0715302001), (1007694.509316017 193282.1170495464, 1007711.714615042 193269.3002783934), (1009943.716221847 191604.6390961429, 1010373.282282165 192180.1595978125), (1009365.971448268 189525.8228038746, 1009767.309261152 190062.7901428142), (995907.2202061863 193878.6027009025, 996027.5739430228 193097.5718327455), (1007440.580450686 193471.9044282492, 1007843.430679308 194013.349858951), (1007104.075432746 193022.1992045114, 1007116.744433201 193039.1301035665), (1010360.239864242 191292.7768638878, 1010791.810528151 191871.2665766319), (1007711.714615042 193269.3002783934, 1007739.912577322 193248.2943257031), (1007739.912577322 193248.2943257031, 1007755.512067061 193236.6735519042), (1007778.815201109 193219.3139910624, 1007793.521285688 193208.3588158009), (1007755.512067061 193236.6735519042, 1007778.815201109 193219.3139910624), (1009542.368582219 191067.1927904704, 1009943.716221847 191604.6390961429), (1007440.580450686 193471.9044282492, 1007491.423144455 193433.8771121521), (1010583.86671005 190287.7218466025, 1010987.005367006 190824.5974460183), (1008339.618369723 189454.5258522905, 1008740.706858504 189991.7819190515), (1007491.423144455 193433.8771121521, 1007502.804010197 193425.3649309382), (1007502.804010197 193425.3649309382, 1007535.96160167 193400.5649857896), (1007577.9042438 193369.1944552781, 1007592.385727371 193358.3630793059), (996027.5739430228 193097.5718327455, 996149.8962515115 192294.0410029063), (1007535.96160167 193400.5649857896, 1007558.472131626 193383.728423076), (1007951.758296416 188935.0389702469, 1008339.618369723 189454.5258522905), (1007558.472131626 193383.728423076, 1007577.9042438 193369.1944552781))",22648.99322525318
1018_0,[23194],2017-10-31,2018-07-30,fall,summer,272,"[""['Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((981196.8791556621 197436.9144460521, 980898.807853791 197613.3235259295))",346.3620424675595
1019_0,[181364  82264 181365  86516  44927  99100],2017-11-01,2017-11-04,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1044583.543582301 226961.8957357331, 1044589.327578488 226982.1483013596), (1025158.440210935 203433.0224513077, 1025220.405721726 203405.6769033716, 1025220.487822147 203405.6374035671, 1025220.566322546 203405.5981037444, 1025280.592933766 203374.0629407427, 1025280.66833417 203374.0202409039, 1025280.743934563 203373.9776410653, 1025338.552344804 203338.3774623493, 1025393.746151914 203298.9648671255), (1044589.327578488 226982.1483013596, 1044616.453460539 227077.1381402101), (1024966.734757129 248215.4476818016, 1024682.993684382 248692.4092174878), (1005846.265585242 197406.1177636585, 1006031.632848252 197641.4139489292), (1044616.453460539 227077.1381402101, 1044694.193387948 227364.2846396161))",1543.4552839814053
101_0,[165484 165485],2017-04-10,2017-05-22,spring,spring,42,"[""['D.D.C. Contractor Major Reconstruction', 'Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992615.780646324 217228.5508803218, 992646.8895853562 217211.2380473028), (992646.8895853562 217211.2380473028, 993062.8192467067 216978.5276822075))",512.20620551116
1020_0,[ 21702 128410  21847  21853  42477  21698  21626 128409  42472],2017-11-01,2017-11-06,fall,fall,5,"[""['Dot In-House Milling']""]","MULTILINESTRING ((982841.0507293616 184236.9997306807, 983350.7125125069 184050.5944628338), (1007458.933550692 175509.4940000494, 1007698.609647256 175227.966106274), (983911.5489278069 183854.087787711, 984260.1378571454 183732.6392291749), (983350.7125125069 184050.5944628338, 983911.5489278069 183854.087787711), (1006752.122705679 176340.1180362478, 1007257.702290137 175745.8646479883), (982405.2799471589 184397.0142487664, 982841.0507293616 184236.9997306807), (981936.1365714408 184577.3665579619, 982405.2799471589 184397.0142487664), (1007257.702290137 175745.8646479883, 1007458.933550692 175509.4940000494), (1006241.595804921 176926.3760066587, 1006752.122705679 176340.1180362478))",4710.696411934251
1021_0,[111185],2017-11-01,2017-11-07,fall,fall,6,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((990707.4851206115 220739.2610682165, 990730.9990079604 220834.6543408691, 990760.0213189494 220929.0206353779, 990794.4766532696 221021.8811536006, 990834.2374104367 221112.7762970615, 990879.11598966 221201.2536671318, 990928.8897900592 221286.8896648916, 990983.2730104186 221369.2876911403, 991041.9542494726 221448.0865464411))",790.4686640853275
1022_0,[111186],2017-11-01,2017-11-22,fall,fall,21,"[""['Dot In-House Paving', 'Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((991041.9542494726 221448.0865464411, 991075.2285881736 221470.8653564761, 991110.7569369868 221490.3501875844, 991148.0404937889 221506.2328394078, 991186.5149562083 221518.3031110538))",161.69398586536937
1023_0,[32147],2017-11-01,2017-12-11,fall,winter,40,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street']""]","MULTILINESTRING ((983384.5359863084 204097.8731848099, 983553.2883719548 204361.5724817849))",313.07297374015104
1024_0,[ 35379 108644 108645],2017-11-02,2017-11-11,fall,fall,9,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov', 'Rapid Transit Construct/ Alteration', 'Temporary Construction Signs/Markings']""]","MULTILINESTRING ((997605.0083873958 209714.0206936101, 997546.7935988054 209500.6213861751), (997051.2147681088 209587.2471651131, 997072.1892762147 209581.9356110463), (997072.1892762147 209581.9356110463, 997164.7813646208 209554.885401548, 997259.0008433803 209533.120615426, 997354.3883101306 209516.7788516997, 997450.4776626292 209505.9361090846, 997546.7935988054 209500.6213861751))",725.9357855937744
1025_0,[196774],2017-11-02,2017-11-16,fall,fall,14,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992976.8129252529 197966.8571819931, 992988.6079955546 197656.4134944964))",310.66767902367184
1026_0,[112231],2017-11-02,2018-01-01,fall,winter,60,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((952997.6204751154 156225.9125187456, 952853.3358172313 156278.7336866494))",153.64940051763094
1027_0,[12354 11266 12361 12352],2017-11-02,2018-01-22,fall,winter,81,"[""['Contract Roadway Milling', 'Dot In-House Paving']""
 ""['Contract Roadway Milling-Protected', 'Dot In-House Paving']""]","MULTILINESTRING ((950368.2007894624 160717.4048924881, 950394.7162660605 160193.1735091564), (950433.8769442379 159530.4879374601, 950488.2729008792 158984.8822019126), (950176.4370286101 161713.4456137041, 950189.0695064903 161479.1646301574), (950394.7162660605 160193.1735091564, 950433.8769442379 159530.4879374601))",1971.6751014376773
1028_0,[75539],2017-11-03,2017-11-05,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street', 'Rapid Transit Construct/ Alteration']""]","MULTILINESTRING ((1011020.042259737 210932.3304767779, 1010937.601740802 210684.1901425466))",261.4766999844236
