wz_id,segmentid,created_date,closed_date,created_season,closed_season,duration_days,purpose,geometry,length_ft
3252_0,"[ 15823 228969 114967  15622  15972  15822  15831  15442  15618  15619
  15446  15815  15834]",2019-06-18,2019-10-13,summer,fall,117,"[""['Contract Roadway Milling', 'Dot In-House Paving']""
 ""['Contract Roadway Milling']""]","MULTILINESTRING ((964827.8103501593 163778.3160167407, 964888.6768700696 163658.7099633834), (964888.6768700696 163658.7099633834, 964633.7768929552 163514.9460429704), (962997.5852182144 162131.7897199126, 963358.5399024306 161903.1194333525), (963105.9409492702 162826.3137797058, 963348.3531132721 162535.8290247075), (965087.4183258886 163922.5357616372, 964827.8103501593 163778.3160167407), (964827.8103501593 163778.3160167407, 964566.8703841212 163633.4924761154), (964888.6768700696 163658.7099633834, 964964.5664950147 163514.008702418), (962760.3279501034 162284.5089755489, 962997.5852182144 162131.7897199126), (963035.6990170398 162712.4030238334, 963237.4907968531 162468.5028416609), (963121.9768667256 162326.4717309059, 962997.5852182144 162131.7897199126), (962885.7892012028 162478.0523842239, 963121.9768667256 162326.4717309059), (964633.9813885 163314.7624918384, 964711.6590204698 163168.3519336817), (964964.5664950147 163514.008702418, 965089.6494034727 163258.9960663695))",3551.4593532616364
3253_0,[181670 181669],2019-06-19,2019-06-21,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1053426.102830931 199839.2613471642, 1053434.153874683 199826.7087669052), (1053301.413927808 200059.5852613436, 1053426.102830931 199839.2613471642))",268.0725605847386
3254_0,[67116],2019-06-19,2019-06-22,summer,summer,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((1000518.80595025 212462.8846981797, 1000726.297011902 212317.9376314883))",253.10510229505465
3255_0,"[ 65975  29637 127512  29729  42966 127575 127511  65825  44224  44232
  29828  29401  44222  29293  44217  29629  35031  65972 165120  29407
 127574  29635  35021 127513]",2019-06-19,2019-06-24,summer,summer,5,"[""['Dot In-House Milling']"" ""['Dot In-House Paving']""]","MULTILINESTRING ((1001470.737473582 200273.0933282694, 1001897.42092916 200425.4571169169), (997889.1928146064 182027.6859490201, 998657.3205082334 181973.3749458201), (996306.4903493639 182140.9697799707, 996560.522844005 182122.6603326869), (998657.3205082334 181973.3749458201, 999424.6279965416 181918.8112423539), (1000193.936786657 181864.6872533215, 1000961.621667984 181810.5828613219), (999759.0063432408 199873.9331896949, 1000101.847978936 199916.7593424731), (996560.522844005 182122.6603326869, 996981.8555269836 182092.2914797299), (1000876.589899309 200072.3823859702, 1001155.205536188 200164.4896668414), (1000283.475631035 199940.431261795, 1000542.603288711 199965.3042582089), (1000542.603288711 199965.3042582089, 1000876.589899309 200072.3823859702), (999424.6279965416 181918.8112423539, 1000193.936786657 181864.6872533215), (995257.2265030426 182417.8158472087, 995556.334749833 182337.1870738789), (1000284.04045983 199798.964598879, 1000542.603288711 199965.3042582089), (994845.4243689037 182533.3129535217, 995257.2265030426 182417.8158472087), (1000101.847978936 199916.7593424731, 1000283.475631035 199940.431261795), (997120.4974147576 182082.2986548838, 997503.3195608292 182054.757643925), (995808.7375081846 206744.9232038816, 996732.5315715444 206859.8736570384), (1001155.205536188 200164.4896668414, 1001470.737473582 200273.0933282694), (996732.5315715444 206859.8736570384, 997397.4705368262 206944.0919694133), (995556.334749833 182337.1870738789, 996306.4903493639 182140.9697799707), (999635.60379875 199858.5195024378, 999759.0063432408 199873.9331896949), (997503.3195608292 182054.757643925, 997889.1928146064 182027.6859490201), (995350.8067452312 206687.8055374821, 995808.7375081846 206744.9232038816), (996981.8555269836 182092.2914797299, 997120.4974147576 182082.2986548838))",10894.105782138156
3256_0,[251911 251912 110885 110886 110888],2019-06-19,2019-06-29,summer,summer,10,"[""['Major Installations - Gas-Protected', 'Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((984941.7176205205 199431.511264671, 984922.7597336335 199434.7462103653), (984922.7597336335 199434.7462103653, 984911.467668936 199440.255392467, 984888.8102240739 199455.4665733688, 984868.3786769017 199473.7565746144, 984850.7552316287 199494.5975961566, 984836.364292325 199517.3280368313), (984770.727675272 199560.5725786407, 984771.7182701254 199618.3680156444), (984836.364292325 199517.3280368313, 984770.727675272 199560.5725786407), (984771.7182701254 199618.3680156444, 984794.5459412574 199706.7344534429))",368.3779044337739
3257_0,[112881 112882],2019-06-19,2019-09-13,summer,summer,86,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1035146.740762989 197953.4622914378, 1035182.613558186 197920.01436868, 1035182.646358348 197919.9847687605, 1035182.682358542 197919.9585688431, 1035223.873567178 197890.8412724902, 1035223.889967256 197890.8280725243, 1035223.90956735 197890.8182725791, 1035269.631584463 197867.1866015716, 1035269.654384561 197867.1768016497, 1035318.699803851 197850.0049531044, 1035318.736004017 197849.9919532179, 1035318.775404193 197849.9853533442, 1035369.736619196 197839.8805230804, 1035369.756419288 197839.8773231484, 1035369.77601936 197839.8773232274, 1035421.167224049 197837.0263060506, 1035421.193424164 197837.0263061528, 1035471.492113018 197841.2062961227, 1035471.515213105 197841.2096962038, 1035471.538013184 197841.2128963077, 1035519.444982178 197851.8232876841), (1035519.444982178 197851.8232876841, 1035978.172690976 197898.9182329973))",867.3727391889436
3258_0,[ 56756 112885  56594 112886],2019-06-19,2019-09-14,summer,summer,87,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1034939.804201598 198166.5486803983, 1034956.142785499 198214.5048166465, 1034978.330993546 198261.7325728691, 1035006.388827563 198307.1985474449, 1035040.10268849 198349.8365378143, 1035078.993776199 198388.622640642, 1035122.353489406 198422.6549518973, 1035169.266225708 198451.2181671358, 1035218.691981794 198473.8395818569, 1035269.522153659 198490.2931917496, 1035320.670536933 198500.6279929806, 1035371.133327242 198505.106482425), (1035470.26741184 198446.6291482453, 1035523.31868699 198344.7594793868), (1034973.997875812 197841.8376836312, 1034954.342128082 197884.5902806036, 1034939.168193536 197929.8690980323, 1034928.915475132 197976.9491363369, 1034923.852975282 198025.0099951196, 1034924.076095823 198073.1924733296, 1034929.482837823 198120.6399691868, 1034939.804201598 198166.5486803983), (1035371.133327242 198505.106482425, 1035394.591122883 198502.8396635958, 1035417.8361263 198495.3429357327, 1035439.132030397 198482.7807928071, 1035456.937327649 198466.0649307381, 1035470.26741184 198446.6291482453))",1156.0962074769955
3259_0,[56572],2019-06-19,2019-09-16,summer,summer,89,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1034764.053392153 197762.0993896463, 1034809.591447811 197715.0982800464, 1034859.611313806 197672.2441936934, 1034913.518986799 197634.1441293983, 1034970.612263236 197601.2996854046, 1035030.117139563 197574.059259372))",328.63292655044955
325_0,[9010001   48756   45140   45399],2017-06-02,2017-07-03,summer,summer,31,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street', 'Rapid Transit Construct/ Alteration']""]","MULTILINESTRING ((1011440.614360055 196032.0705466302, 1011472.916776952 195918.4831552804), (1011388.506334545 196196.8886054534, 1011422.509326264 196095.73385403), (1007662.393076025 194205.3016294321, 1007870.618882044 194049.8199692803), (1009222.184745126 194540.4291308035, 1009426.056939995 194380.4134496824))",743.8479375448492
3260_0,[ 35821  35822 165366 165365],2019-06-19,2019-10-02,summer,fall,105,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated']""]","MULTILINESTRING ((990632.9222387954 214701.8875653394, 990882.6241635137 214563.431092243), (990756.2526363027 214335.4596754045, 990882.6241635137 214563.431092243), (991052.5131297102 214468.678196207, 991080.9021576346 214454.1147418575), (990882.6241635137 214563.431092243, 991052.5131297102 214468.678196207))",772.6063020053832
3261_0,[162598],2019-06-20,2019-06-22,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((986602.4836878721 192897.7122492691, 986440.6608253528 192464.9483096782))",462.02950797992276
3262_0,[47676 47814 47806 47672 47810 47537 47942 47668 47664 47812 47541],2019-06-20,2019-06-25,summer,summer,5,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1014829.878421036 182298.4659147591, 1015074.137408804 182346.2327100022), (1015824.761227421 182493.2276766314, 1016070.430721722 182541.7227753458), (1015074.137408804 182346.2327100022, 1015324.094812527 182395.5286330461), (1014573.615201324 182247.9824586099, 1014829.878421036 182298.4659147591), (1015324.094812527 182395.5286330461, 1015574.793720333 182444.5356574245), (1013534.83489162 182044.3032566182, 1013810.297860546 182098.7565126987), (1016070.430721722 182541.7227753458, 1016316.093617313 182590.0473724848), (1014319.412287482 182198.2668122835, 1014573.615201324 182247.9824586099), (1014065.606375642 182148.655966779, 1014319.412287482 182198.2668122835), (1015574.793720333 182444.5356574245, 1015824.761227421 182493.2276766314), (1013810.297860546 182098.7565126987, 1014065.606375642 182148.655966779))",2834.297718463418
3263_0,[165123  35015  35004 165122],2019-06-20,2019-06-26,summer,summer,6,"[""['Dot In-House Milling']""]","MULTILINESTRING ((997524.6156842315 206172.9659377337, 997549.8091808475 206176.1288298741), (995905.8988863504 205970.4670051398, 996829.8374219342 206085.7325941068), (995448.8114420956 205912.8669227812, 995905.8988863504 205970.4670051398), (996829.8374219342 206085.7325941068, 997524.6156842315 206172.9659377337))",2117.4275617875323
3264_0,[164772 164773],2019-06-20,2019-06-30,summer,summer,10,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street', 'Rapid Transit Construct/ Alteration-Prot', 'Temporary Construction Signs/Markings']""]","MULTILINESTRING ((988662.7424480817 210090.6772316048, 988681.1249610108 210081.3170513416), (988681.1249610108 210081.3170513416, 989111.5992648667 209843.8342487255))",512.2646281987311
3265_0,[165460 165459],2019-06-20,2019-07-01,summer,summer,11,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((993109.253820031 213030.1827742073, 993123.2898843517 213021.5152512939), (992467.1688901932 213390.3723914705, 993109.253820031 213030.1827742073))",752.7096016158011
3266_0,[110922],2019-06-20,2019-07-10,summer,summer,20,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((982967.6770551493 205601.1668891113, 982782.1754335223 205526.283394362))",200.04596824758735
3267_0,[9898],2019-06-20,2019-07-26,summer,summer,36,"[""['Dot In-House Paving']""]","MULTILINESTRING ((942755.139002212 171546.686751738, 942751.629170408 171459.0360111318))",87.72098522081374
3268_0,[56745 56743],2019-06-20,2019-08-30,summer,summer,71,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1035731.915042929 196364.0820300184, 1036130.846004966 196405.6911773438), (1035540.989667877 196268.5827697604, 1035731.915042929 196364.0820300184))",614.5724600684218
3269_0,"[113786  56936  56741 131092 132364  56744 131093 131091  56927 132365
  82279  82283 112902 112901  82281]",2019-06-20,2019-09-13,summer,summer,85,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1025204.309868839 205013.527887784, 1025232.272614187 204950.5752492466), (1036825.998260721 198420.8107119645, 1037151.746743558 198542.3570726794), (1035418.157604179 196507.1286902121, 1035602.842757603 196602.0046247424), (1025070.686788053 205317.5333809305, 1025076.822142755 205303.3699715463), (1025126.664886911 205188.31759567, 1025176.412823959 205076.3263263954), (1035602.842757603 196602.0046247424, 1036105.589705503 196653.9783682424), (1025076.822142755 205303.3699715463, 1025126.664886911 205188.31759567), (1025023.822969999 205425.7024528304, 1025070.686788053 205317.5333809305), (1036219.845994104 198107.9216360329, 1036225.593957621 198144.3717131749, 1036236.673342376 198180.5660092574, 1036253.070950224 198215.3395223789, 1036274.435781679 198247.5510495282, 1036300.098435761 198276.1795866652, 1036329.137310113 198300.4611292761, 1036360.482401285 198319.9298727722), (1025176.412823959 205076.3263263954, 1025204.309868839 205013.527887784), (1025232.272614187 204950.5752492466, 1025344.786462091 204715.874034406), (1025344.786462091 204715.874034406, 1025355.45920133 204669.3584734544, 1025355.472301503 204669.2994733787, 1025355.47890166 204669.2402732794, 1025361.1679229 204621.3597930548, 1025361.174523071 204621.2941929382, 1025361.17452319 204621.235192816, 1025361.656924034 204572.7278940541, 1025361.653624156 204572.6654939298, 1025361.650324274 204572.6032937734, 1025356.867102831 204524.2961779767, 1025356.863602862 204524.273177917, 1025356.860502903 204524.2501778619, 1025346.945757982 204477.0224472318, 1025346.932758041 204476.9600470611, 1025346.912858087 204476.9010468786, 1025332.159089337 204431.5171039409), (1036514.101348495 198353.2209802099, 1036577.94999126 198357.5619180283, 1036641.565625681 198366.5646620813, 1036704.443049875 198380.1902104465, 1036766.080262076 198398.3334611025, 1036825.998260721 198420.8107119645), (1036360.482401285 198319.9298727722, 1036397.132720957 198334.6084280804, 1036435.42685371 198345.1793829876, 1036474.662397139 198351.4099346234, 1036514.101348495 198353.2209802099), (1025332.159089337 204431.5171039409, 1025308.747186152 204385.4245307147, 1025308.714286152 204385.3621304743, 1025308.691386186 204385.2999302575, 1025290.407110347 204336.2675678862, 1025290.390810378 204336.2217677438, 1025290.377810416 204336.1725675809, 1025277.703862343 204284.9816193204, 1025270.958441178 204232.6652883991, 1025270.95534124 204232.629088313, 1025270.955341318 204232.5930882413, 1025270.21714512 204180.2471772546, 1025270.217145232 204180.1913771388, 1025270.223745375 204180.1323770353, 1025275.335571603 204128.6756874037))",3187.675641317883
326_0,[9009996 9009997],2017-06-02,2017-07-31,summer,summer,59,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street', 'Rapid Transit Construct/ Alteration']""]","MULTILINESTRING ((1010627.305021577 195926.4328239301, 1010768.297043596 195818.0824486723), (1010768.297043596 195818.0824486723, 1010833.050520731 195768.3199523733))",259.48196579732803
3270_0,[33906 22862],2019-06-21,2019-06-23,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((987490.2540299023 211624.6233676409, 987251.6211091871 211755.721975106), (989640.3715184305 182685.3508633073, 990294.1860017997 182270.1758522158))",1046.7686210989714
3271_0,[83100],2019-06-21,2019-06-25,summer,summer,4,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1020765.267555504 213373.6679837641, 1021060.363811966 212720.1912362727))",717.0171965090527
3272_0,"[ 81927  81933 113754  81926 131032  81935  81934  81937 113753 131033
  82085  81931]",2019-06-21,2019-09-13,summer,summer,84,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1023583.953212494 202968.7749454677, 1024083.409950457 202733.0156371115), (1023814.060225982 202172.5947187745, 1023870.419078943 201970.429479183), (1023776.271200984 202301.8038664462, 1023788.781144088 202257.9062151029), (1023583.953212494 202968.7749454677, 1023681.260612891 202635.1828580773), (1024083.409950457 202733.0156371115, 1024711.568136689 202432.9193446679), (1023858.289212096 202264.9372683095, 1023970.605179296 202498.9567531243), (1023814.060225982 202172.5947187745, 1023858.289212096 202264.9372683095), (1023970.605179296 202498.9567531243, 1024083.409950457 202733.0156371115), (1023681.260612891 202635.1828580773, 1023776.271200984 202301.8038664462), (1024711.568136689 202432.9193446679, 1024864.94781243 202359.6455155622), (1024083.409950457 202733.0156371115, 1024156.506926548 202887.7206150318), (1023788.781144088 202257.9062151029, 1023814.060225982 202172.5947187745))",3249.987161623863
3273_0,[ 166378 9009594],2019-06-22,2019-06-24,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((996422.9047595779 237592.1901451641, 996392.2896356462 237608.7329666228), (996392.2896356462 237608.7329666228, 996060.0796911122 237793.116007513))",414.7468102505288
3274_0,[164223  32448 166377 164620 164222 118738 166376],2019-06-22,2019-07-01,summer,summer,9,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((983668.4613866502 204541.8756568151, 983919.968948883 204932.2619998364), (984728.147466759 207199.8033066114, 983946.4059385903 207626.8311556709), (996265.6228024703 237380.0494307565, 995508.4758390649 237801.5007591683), (984459.4398236588 215993.0976963422, 983679.7609102379 216428.7292086302), (983654.2718455938 204519.8510632712, 983668.4613866502 204541.8756568151), (997327.6446590496 219145.8994790618, 997962.7971112854 218794.3878631967), (996295.334122962 237363.5700056093, 996265.6228024703 237380.0494307565))",3900.935340133841
3275_0,[9003013  218548  218549  173023  173024],2019-06-24,2019-06-26,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992735.5521964505 227801.3654509892, 992712.1846976575 227814.2093191017), (992979.2534279292 227665.8462318271, 992855.0483018965 227735.6847251174), (992855.0483018965 227735.6847251174, 992735.5521964505 227801.3654509892), (1000495.172713881 233554.6186529218, 999625.7581770089 234035.9906804401), (999625.7581770089 234035.9906804401, 999603.3532835435 234048.3953519853))",1324.9057641193438
3276_0,[35135 35142 35133],2019-06-24,2019-06-28,summer,summer,4,"[""['Dot In-House Milling']""]","MULTILINESTRING ((996035.2035201506 204935.9514107047, 996002.9586637713 205194.3342074923), (996100.7008319803 204420.2063264055, 996068.2097808302 204677.0175152825), (996068.2097808302 204677.0175152825, 996035.2035201506 204935.9514107047))",780.2744594745398
3277_0,"[ 90320  90809 179012 116739 116793  90821  90432 116794  90837  90801
  90819  90159 178840 116738]",2019-06-24,2019-09-13,summer,summer,81,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1034296.764951351 204045.4710661469, 1034924.288731403 204294.1573640199), (1038579.047051884 206409.8046675219, 1038552.823925572 205894.7654467878), (1036807.685558562 201955.2837997313, 1036971.105043684 201562.5023712653), (1035418.613654765 204491.537523495, 1035545.211697319 204542.0890238509), (1038534.077899836 205466.2453729607, 1038509.652767286 204961.5376705405), (1038645.055694322 207750.1977899945, 1038611.250767585 207080.7821284221), (1035545.211697319 204542.0890238509, 1035680.661371894 204595.8625579851), (1038509.652767286 204961.5376705405, 1038535.876737561 204790.3173122718), (1038666.741225333 208251.9558726998, 1038645.055694322 207750.1977899945), (1038552.823925572 205894.7654467878, 1038534.077899836 205466.2453729607), (1038611.250767585 207080.7821284221, 1038579.047051884 206409.8046675219), (1033850.186304798 203869.9314817932, 1034296.764951351 204045.4710661469), (1033768.584925862 203836.0991520252, 1033850.186304798 203869.9314817932), (1034924.288731403 204294.1573640199, 1035418.613654765 204491.537523495))",5950.324784751821
3278_0,[17938],2019-06-25,2019-06-26,summer,summer,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((979912.825041539 177467.3524037949, 980523.2947595702 176983.4204405779))",779.0143911738587
3279_0,"[9007143   65982 9007142   35121   30456   65857 9007140 9007141   30600
 9007138   35124   30589   30611   30443 9007139 9007136   65974   65984
 9007137]",2019-06-25,2019-06-28,summer,summer,3,"[""['Dot In-House Milling']""]","MULTILINESTRING ((1001333.444933553 200673.6402415828, 1001308.931239138 200739.5399691685), (1001048.242705525 201505.6719480176, 1000964.823231731 201752.1024614713), (1001337.948787629 200661.5325181616, 1001333.444933553 200673.6402415828), (996423.4790186911 203774.074551127, 996395.4637759306 203845.780506634, 996362.3991177371 203915.7116393151, 996324.5083468673 203983.2707478836, 996324.4657464706 203983.3429479855, 996324.4231460763 203983.4117480807, 996281.9720652004 204048.1066317423, 996281.9259648034 204048.1722318079, 996281.8802644156 204048.234631881, 996235.1016754719 204109.7468903225, 996184.3761813643 204167.6537233476), (993283.0810240363 199152.7051926893, 993736.2220377092 198993.2151344808), (1000964.823231731 201752.1024614713, 1000880.721157872 201997.1023699206), (1001357.39262105 200609.2606170751, 1001352.099757524 200623.4902445912), (1001352.099757524 200623.4902445912, 1001337.948787629 200661.5325181616), (994523.7312747443 198645.1696090784, 994945.2747853468 198442.9331064466), (1001380.59649952 200546.8802965808, 1001374.346624527 200563.6823290334), (996684.7117956681 203172.5751428682, 996423.4790186911 203774.074551127), (994101.9285575185 198847.087517971, 994523.7312747443 198645.1696090784), (994945.2747853468 198442.9331064466, 995178.4972657904 198329.5054457235), (993736.2220377092 198993.2151344808, 994101.9285575185 198847.087517971), (1001374.346624527 200563.6823290334, 1001357.39262105 200609.2606170751), (1001422.482201885 200434.2776794297, 1001413.605095442 200458.1423254155), (1001470.737473582 200273.0933282694, 1001422.482201885 200434.2776794297), (1001135.136615564 201251.2526226849, 1001048.242705525 201505.6719480176), (1001413.605095442 200458.1423254155, 1001380.59649952 200546.8802965808))",4470.27534235812
327_0,[76229 33882 34042],2017-06-03,2017-06-04,summer,summer,1,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1015685.140730609 213122.7552384367, 1015942.775852813 213158.625273145), (987521.4207881008 210136.4055465227, 987963.8142901571 209889.0703272484), (988911.8257286747 212647.4300902714, 988018.1490934492 213141.9519587492))",1788.3365586625755
3280_0,"[ 35510 165292  35513  35275 165152  35279  35505  35271  35664  35506
 165293  35130  35119  35114 165151  35674  35116]",2019-06-25,2019-07-01,summer,summer,6,"[""['Dot In-House Milling']""]","MULTILINESTRING ((998755.0424419363 204787.6401540649, 998983.5990913918 204886.9454397993), (998088.3391583295 204497.6933735232, 998111.0721213918 204507.8770832954), (998983.5990913918 204886.9454397993, 999203.6321587239 204969.3117387941), (997364.3164319497 204182.1130959593, 997603.4273994302 204286.264246649), (998067.8534998411 204489.0612764307, 998088.3391583295 204497.6933735232), (997603.4273994302 204286.264246649, 997837.1185521381 204388.5387705558), (998296.2035430111 204588.4125682367, 998525.3767910735 204687.8590608781), (997125.7335676358 204078.2637456847, 997364.3164319497 204182.1130959593), (999203.6321587239 204969.3117387941, 999461.306331715 205003.4793992689), (998525.3767910735 204687.8590608781, 998755.0424419363 204787.6401540649), (998111.0721213918 204507.8770832954, 998296.2035430111 204588.4125682367), (996891.1401136562 203976.9930151947, 997125.7335676358 204078.2637456847), (996423.4790186911 203774.074551127, 996662.111081123 203876.8019047292), (996031.6646282916 203607.5638594241, 996187.8096669685 203672.4298088524), (997837.1185521381 204388.5387705558, 998067.8534998411 204489.0612764307), (999461.306331715 205003.4793992689, 999719.495808834 205037.2171591896), (996187.8096669685 203672.4298088524, 996423.4790186911 203774.074551127))",3722.5575846114666
3281_0,[ 164307  164306 9001846 9001849 9001847],2019-06-25,2019-08-24,summer,summer,60,"[""['Ddc Contractor Major Reconstruction-Prot', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((986936.2844750533 202816.1472686496, 986945.8842277846 202840.6716976749), (986768.3461051676 202387.1237080054, 986936.2844750533 202816.1472686496), (986604.528326779 201966.8138889013, 986743.7240283078 202323.9499748869), (986756.8539626322 202357.6379525321, 986768.3461051676 202387.1237080054), (986743.7240283078 202323.9499748869, 986756.8539626322 202357.6379525321))",938.1640540977556
3282_0,[109510 109511],2019-06-25,2020-01-01,summer,winter,190,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((1024522.835804431 232989.1990498707, 1024355.906729623 232996.8726366399), (1024355.906729623 232996.8726366399, 1024195.175882999 233000.8602571579))",327.8856598994288
3283_0,[76262],2019-06-26,2019-06-27,summer,summer,1,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((1015978.41970071 216665.6859678887, 1016079.66386308 215942.4323926978))",730.305493913591
3284_0,[31109 31126 31119],2019-06-26,2019-06-28,summer,summer,2,"[""['Dot In-House Milling']""]","MULTILINESTRING ((997468.4176499518 198936.9060876266, 997735.6690473102 198826.8283687518), (997141.2938775209 199090.419044783, 997468.4176499518 198936.9060876266), (997735.6690473102 198826.8283687518, 998352.3267365145 198904.9177431352))",1271.9692428943986
3285_0,[91062 30940 84373],2019-06-26,2019-06-29,summer,summer,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1030515.680930272 216521.1870029863, 1030584.473795075 216555.7081073021), (996022.6680128755 198538.331021098, 996392.928641083 198357.4395246706), (1029981.670820962 216301.5638490584, 1030118.353971259 216348.26352183, 1030253.141107163 216400.5175721237, 1030385.690627273 216458.2111993205, 1030515.680930272 216521.1870029863))",1067.0597007850922
3286_0,[68120 20798],2019-06-27,2019-06-29,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1008772.06125929 216688.422910723, 1008327.881003353 215972.9270056209), (982376.1820280991 170531.3202951074, 982911.78261609 170106.934872525))",1525.5109802846478
3287_0,[30430 30452 30606 30441 30598],2019-06-27,2019-07-02,summer,summer,5,"[""['Dot In-House Milling']""]","MULTILINESTRING ((993195.4695191958 198896.9354515045, 993636.1835011666 198700.4255200422), (993964.7672452104 198562.3490033988, 994402.5114149294 198393.2592737523), (994837.7818830399 198219.8780271412, 995079.5115407642 198123.3827590781), (993636.1835011666 198700.4255200422, 993964.7672452104 198562.3490033988), (994402.5114149294 198393.2592737523, 994837.7818830399 198219.8780271412))",2037.0319414611968
3288_0,[11565 11434],2019-06-27,2019-07-24,summer,summer,27,"[""['Pave Street-W/ Engineering & Insp Fee']""]","MULTILINESTRING ((954064.844577273 157274.6856222551, 954371.4376954867 156530.3556846203), (953619.9688843433 157086.5157037473, 954064.844577273 157274.6856222551))",1288.0353384258774
3289_0,[ 90949  90939 116807  90927 116808  90951  90970],2019-06-27,2019-09-13,summer,summer,78,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1039361.075407344 207045.6204785692, 1039328.044866025 206376.3556416953), (1039328.044866025 206376.3556416953, 1039301.326338224 205850.8802234453), (1039285.457410866 205490.0537688903, 1039265.953400927 205040.9001785853), (1039301.326338224 205850.8802234453, 1039285.457410866 205490.0537688903), (1039265.953400927 205040.9001785853, 1039322.853819046 204652.0327249837), (1039392.721345544 207714.251807946, 1039361.075407344 207045.6204785692), (1039417.701102375 208217.9721856143, 1039392.721345544 207714.251807946))",3573.71329502481
