wz_id,segmentid,created_date,closed_date,created_season,closed_season,duration_days,purpose,geometry,length_ft,bounding_geometry,bounding_area
0_0,[32594],2017-02-02,2018-01-01,winter,winter,333,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((985479.7560875559 205496.2393690428, 985088.4321324559 205748.9289112173))",465.8180358889948,"LINESTRING (985479.7560875559 205496.2393690428, 985088.4321324559 205748.9289112173)",0.0
1001_0,[32568],2017-10-27,2017-11-15,fall,fall,19,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((985410.5192044964 204937.1010019214, 985199.9342366658 205072.5139544143))",250.36512612392696,"LINESTRING (985410.5192044964 204937.1010019214, 985199.9342366658 205072.5139544143)",0.0
1003_0,[34055],2017-10-28,2017-10-29,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((988001.5347752579 214967.2781820701, 987214.9416727946 215403.1129526571))",899.2667324523096,"LINESTRING (988001.5347752579 214967.2781820701, 987214.9416727946 215403.1129526571)",0.0
1005_0,[33912],2017-10-28,2017-11-05,fall,fall,8,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((987508.9419750093 212205.6110928072, 986712.9949968983 212638.6705047688))",906.1302589873437,"LINESTRING (987508.9419750093 212205.6110928072, 986712.9949968983 212638.6705047688)",0.0
1007_0,[32823],2017-10-28,2017-11-15,fall,fall,18,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((986877.5028711883 208974.4493186009, 985986.3492378846 209470.0465389829))",1019.6918176590582,"LINESTRING (986877.5028711883 208974.4493186009, 985986.3492378846 209470.0465389829)",0.0
1008_0,[32448],2017-10-29,2017-10-30,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((984728.147466759 207199.8033066114, 983946.4059385903 207626.8311556709))",890.770790234974,"LINESTRING (984728.147466759 207199.8033066114, 983946.4059385903 207626.8311556709)",0.0
1009_0,[67093],2017-10-30,2017-11-01,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1000058.395174092 212270.0813170121, 999801.1845057465 211880.7624746249))",466.6117111135,"LINESTRING (1000058.395174092 212270.0813170121, 999801.1845057465 211880.7624746249)",0.0
1010_0,[72585],2017-10-30,2017-11-02,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1004351.44421117 252843.0291792606, 1003999.888344817 253559.493200685))",798.0678048655764,"LINESTRING (1004351.44421117 252843.0291792606, 1003999.888344817 253559.493200685)",0.0
1012_0,[164863 164864],2017-10-30,2017-11-15,fall,fall,16,"[""['Contract Roadway Milling-Protected']""]","MULTILINESTRING ((989191.6648669604 220316.9722807586, 989159.588027217 220335.1447026), (989159.588027217 220335.1447026, 988970.1676027993 220439.9577605272))",253.3520698792157,"POLYGON ((989191.8184514894 220317.2488870138, 988970.3211873283 220440.2343667823, 988970.1676027993 220439.9577605271, 989191.6648669604 220316.9722807585, 989191.8184514894 220317.2488870138))",80.15619577099567
1013_0,[63186],2017-10-30,2017-11-18,fall,fall,19,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1052115.009348346 188396.2828116503, 1052316.610848528 188203.1177921964))",279.2058194523414,"LINESTRING (1052115.009348346 188396.2828116503, 1052316.610848528 188203.1177921964)",0.0
1016_0,[8129],2017-10-31,2017-12-13,fall,winter,43,"[""['Repair Gas']""]","MULTILINESTRING ((948980.7393519951 150231.6434920984, 949202.2501790037 150331.7844172442))",243.0951488020794,"LINESTRING (948980.7393519951 150231.6434920984, 949202.2501790037 150331.7844172442)",0.0
1018_0,[23194],2017-10-31,2018-07-30,fall,summer,272,"[""['Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((981196.8791556621 197436.9144460521, 980898.807853791 197613.3235259295))",346.3620424675595,"LINESTRING (981196.8791556621 197436.9144460521, 980898.807853791 197613.3235259295)",0.0
101_0,[165484 165485],2017-04-10,2017-05-22,spring,spring,42,"[""['D.D.C. Contractor Major Reconstruction', 'Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992615.780646324 217228.5508803218, 992646.8895853562 217211.2380473028), (992646.8895853562 217211.2380473028, 993062.8192467067 216978.5276822075))",512.20620551116,"POLYGON ((993062.8558910792 216978.5932019235, 992615.8172906968 217228.6164000377, 992615.7806463244 217228.5508803218, 993062.8192467069 216978.5276822076, 993062.8558910792 216978.5932019235))",38.45178525330841
1021_0,[111185],2017-11-01,2017-11-07,fall,fall,6,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((990707.4851206115 220739.2610682165, 990730.9990079604 220834.6543408691, 990760.0213189494 220929.0206353779, 990794.4766532696 221021.8811536006, 990834.2374104367 221112.7762970615, 990879.11598966 221201.2536671318, 990928.8897900592 221286.8896648916, 990983.2730104186 221369.2876911403, 991041.9542494726 221448.0865464411))",790.4686640853274,"POLYGON ((991001.4718331429 221467.1887358234, 990667.0027042818 220758.3632575989, 990707.4851206117 220739.2610682166, 991041.9542494728 221448.0865464411, 991001.4718331429 221467.1887358234))",35084.06075676977
1022_0,[111186],2017-11-01,2017-11-22,fall,fall,21,"[""['Dot In-House Paving', 'Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((991041.9542494726 221448.0865464411, 991075.2285881736 221470.8653564761, 991110.7569369868 221490.3501875844, 991148.0404937889 221506.2328394078, 991186.5149562083 221518.3031110538))",161.69398586536937,"POLYGON ((991183.0390204909 221525.459310259, 991038.4783137552 221455.2427456463, 991041.9542494726 221448.0865464411, 991186.5149562083 221518.3031110538, 991183.0390204909 221525.459310259))",1278.5734795277706
1023_0,[32147],2017-11-01,2017-12-11,fall,winter,40,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street']""]","MULTILINESTRING ((983384.5359863084 204097.8731848099, 983553.2883719548 204361.5724817849))",313.07297374015104,"LINESTRING (983384.5359863084 204097.8731848099, 983553.2883719548 204361.5724817849)",0.0
1024_0,[ 35379 108644 108645],2017-11-02,2017-11-11,fall,fall,9,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov', 'Rapid Transit Construct/ Alteration', 'Temporary Construction Signs/Markings']""]","MULTILINESTRING ((997605.0083873958 209714.0206936101, 997546.7935988054 209500.6213861751), (997051.2147681088 209587.2471651131, 997072.1892762147 209581.9356110463), (997072.1892762147 209581.9356110463, 997164.7813646208 209554.885401548, 997259.0008433803 209533.120615426, 997354.3883101306 209516.7788516997, 997450.4776626292 209505.9361090846, 997546.7935988054 209500.6213861751))",725.9357855937744,"POLYGON ((997094.734529753 209397.1367643287, 997648.52814904 209523.9102928257, 997605.0083873958 209714.0206936101, 997051.2147681088 209587.2471651131, 997094.734529753 209397.1367643287))",110799.08065746093
1025_0,[196774],2017-11-02,2017-11-16,fall,fall,14,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992976.8129252529 197966.8571819931, 992988.6079955546 197656.4134944964))",310.6676790236718,"LINESTRING (992976.8129252529 197966.8571819931, 992988.6079955546 197656.4134944964)",0.0
1026_0,[112231],2017-11-02,2018-01-01,fall,winter,60,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((952997.6204751154 156225.9125187456, 952853.3358172313 156278.7336866494))",153.64940051763094,"LINESTRING (952997.6204751154 156225.9125187456, 952853.3358172313 156278.7336866494)",0.0
1027_0,[12354 11266 12361 12352],2017-11-02,2018-01-22,fall,winter,81,"[""['Contract Roadway Milling', 'Dot In-House Paving']""
 ""['Contract Roadway Milling-Protected', 'Dot In-House Paving']""]","MULTILINESTRING ((950368.2007894624 160717.4048924881, 950394.7162660605 160193.1735091564), (950433.8769442379 159530.4879374601, 950488.2729008792 158984.8822019126), (950176.4370286101 161713.4456137041, 950189.0695064903 161479.1646301574), (950394.7162660605 160193.1735091564, 950433.8769442379 159530.4879374601))",1971.6751014376773,"POLYGON ((950574.7819506559 158995.2594555249, 950247.6946750013 161721.9933745491, 950161.1856252248 161711.6161209368, 950488.2729008794 158984.8822019126, 950574.7819506559 158995.2594555249))",239281.42794087192
1028_0,[75539],2017-11-03,2017-11-05,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street', 'Rapid Transit Construct/ Alteration']""]","MULTILINESTRING ((1011020.042259737 210932.3304767779, 1010937.601740802 210684.1901425466))",261.4766999844236,"LINESTRING (1011020.042259737 210932.3304767779, 1010937.601740802 210684.1901425466)",0.0
1029_0,[42601 42463 42599 42466 42440],2017-11-03,2017-11-09,fall,fall,6,"[""['Dot In-House Milling']""]","MULTILINESTRING ((1007257.702290137 175745.8646479883, 1007470.487437029 175928.2674856), (1006663.123082322 175240.9762459053, 1006862.07941685 175409.681487982), (1007059.881151742 175577.9304200107, 1007257.702290137 175745.8646479883), (1006862.07941685 175409.681487982, 1007059.881151742 175577.9304200107), (1006398.9700072 175017.1821268466, 1006663.123082322 175240.9762459053))",1406.4974001060336,"POLYGON ((1006399.698786577 175016.3250174688, 1007471.216216406 175927.4103762222, 1007470.487437029 175928.2674856001, 1006398.9700072 175017.1821268466, 1006399.698786577 175016.3250174688))",1582.3878577467883
1030_0,[23087 23088 23086 23095],2017-11-03,2017-11-13,fall,fall,10,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""
 ""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((980623.0403567484 197638.4497913078, 980647.7479904882 197713.9684298782), (980647.7479904882 197713.9684298782, 980690.4146344832 197843.5587852879), (980623.0403567484 197638.4497913078, 980399.2967150654 197766.2731706408), (980941.0319792195 197696.299710443, 980690.4146344832 197843.5587852879))",764.2522996130377,"POLYGON ((980907.0717381628 197882.9736473227, 980395.0132743638 197789.8185494209, 980428.9735154205 197603.1446125411, 980941.0319792194 197696.299710443, 980907.0717381628 197882.9736473227))",98751.53893033684
1031_0,[293567 293569],2017-11-03,2017-11-14,fall,fall,11,"[""['D.D.C. Contractor Major Reconstruction']""]","MULTILINESTRING ((981563.7091038156 199752.9192482819, 981443.5591841241 199823.960287615), (981443.5591841241 199823.960287615, 981335.4192037469 199888.3319828718))",265.4299161183426,"POLYGON ((981335.3194936705 199888.1638834425, 981563.6093937391 199752.7511488526, 981563.7091038157 199752.919248282, 981335.4192037471 199888.3319828719, 981335.3194936705 199888.1638834425))",51.87741606216889
1033_0,[36679],2017-11-04,2017-11-05,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((996832.0887559939 219722.9021087454, 997456.8671493526 219377.6831506848))",713.8096173436846,"LINESTRING (996832.0887559939 219722.9021087454, 997456.8671493526 219377.6831506848)",0.0
1036_0,[166030 166029],2017-11-05,2017-11-06,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((995482.7839927356 222330.2179675863, 995900.0226257973 222098.1734469447), (995453.58446466 222346.2512087068, 995482.7839927356 222330.2179675863))",510.7348349187535,"POLYGON ((995900.1043226649 222098.3204677782, 995453.6661615276 222346.3982295403, 995453.5844646601 222346.2512087068, 995900.0226257974 222098.1734469447, 995900.1043226649 222098.3204677782))",85.90288661313213
1037_0,[34210],2017-11-05,2017-11-12,fall,fall,7,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((989672.4702225348 216129.4543481912, 988886.4874273618 216564.4951179685))",898.3481650654652,"LINESTRING (989672.4702225348 216129.4543481912, 988886.4874273618 216564.4951179685)",0.0
1038_0,[32086],2017-11-05,2017-11-13,fall,fall,8,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((983346.3492851037 201729.7024278991, 983637.7910150958 202182.9403091729))",538.8532815176459,"LINESTRING (983346.3492851037 201729.7024278991, 983637.7910150958 202182.9403091729)",0.0
103_0,[58705 58701],2017-04-10,2017-11-29,spring,fall,233,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((1040904.074005881 186447.681688228, 1041147.738914671 186539.1425310868), (1040660.205698567 186355.8993419365, 1040904.074005881 186447.681688228))",520.8327522284649,"POLYGON ((1041147.698562375 186539.2498916092, 1040660.165346271 186356.006702459, 1040660.205698567 186355.8993419365, 1041147.738914671 186539.1425310867, 1041147.698562375 186539.2498916092))",59.736104174896916
1040_0,[168321 168323],2017-11-06,2017-11-09,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1011980.131655781 185876.1033359794, 1012058.758158795 185472.8258720705), (1011974.892168677 185903.0488871892, 1011980.131655781 185876.1033359794))",438.3210579976403,"POLYGON ((1011974.879477783 185903.046413276, 1012058.745467901 185472.8233981573, 1012058.758158795 185472.8258720705, 1011974.892168677 185903.0488871892, 1011974.879477783 185903.046413276))",5.66739189428361
1041_0,[31780],2017-11-06,2017-11-11,fall,fall,5,"[""['Occupancy Of Roadway As Stipulated', 'Pave Street-W/ Engineering & Insp Fee']""]","MULTILINESTRING ((982870.4308117428 200047.5437806758, 982540.3482588861 200244.8254623459))",384.54460550495344,"LINESTRING (982870.4308117428 200047.5437806758, 982540.3482588861 200244.8254623459)",0.0
1042_0,[22728],2017-11-06,2017-12-01,fall,winter,25,"[""['Crossing Sidewalk', 'Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((988009.294127487 181564.7838902696, 988664.2338161938 181148.6213828897))",775.9750178916797,"LINESTRING (988009.294127487 181564.7838902696, 988664.2338161938 181148.6213828897)",0.0
1043_0,[32460],2017-11-06,2017-12-02,fall,winter,26,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((984606.5894241409 208835.560742372, 983818.8638841599 209272.4468666044))",900.7669020812192,"LINESTRING (984606.5894241409 208835.560742372, 983818.8638841599 209272.4468666044)",0.0
1044_0,[  8003 111077 111076 114773],2017-11-06,2017-12-19,fall,winter,43,"[""['Replacement Of Poles']""]","MULTILINESTRING ((946734.3055539515 150177.1825735781, 946715.6572609361 150198.6031469016), (947643.1337779657 151244.9041604221, 947745.0065489169 150725.5156953341), (947721.0986051287 151377.6270205778, 947699.5501960517 151369.9727970243, 947678.877618327 151356.9117757845, 947661.0695667021 151338.6407592063, 947647.9561303623 151316.3179491267, 947640.6694951389 151291.8691464114, 947639.3278475507 151267.453350657, 947643.1337779657 151244.9041604221), (946715.6572609361 150198.6031469016, 946488.0468646712 150179.2164182421))",957.676200380488,"POLYGON ((946836.4232243499 149826.9544514311, 948058.9555990798 151036.0017469805, 947710.579239401 151388.2637137916, 946488.0468646712 150179.2164182421, 946836.4232243499 149826.9544514311))",851855.1543155313
1045_0,[34897],2017-11-06,2018-01-01,fall,winter,56,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((994861.0579124449 201711.0873041447, 995217.6868921602 201420.2809050388))",460.16582981977723,"LINESTRING (994861.0579124449 201711.0873041447, 995217.6868921602 201420.2809050388)",0.0
1046_0,[174995],2017-11-06,2018-04-01,fall,spring,146,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((1017993.650534936 208335.8084116765, 1017953.129842676 207870.4079550231))",467.16111948074087,"LINESTRING (1017993.650534936 208335.8084116765, 1017953.129842676 207870.4079550231)",0.0
1047_0,[33028],2017-11-07,2017-11-15,fall,fall,8,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((988075.2648522172 200463.039999265, 987930.9316801645 200117.8715521915))",374.1300862131782,"LINESTRING (988075.2648522172 200463.039999265, 987930.9316801645 200117.8715521915)",0.0
1049_0,[276247 276248],2017-11-08,2017-12-31,fall,winter,53,"[""['D.D.C. Contractor Major Reconstruction']""]","MULTILINESTRING ((984357.1053657678 213946.8229784142, 983965.1728949648 214164.0735484663), (983965.1728949648 214164.0735484663, 983564.82305814 214386.0216671204))",905.8734701359883,"POLYGON ((983564.816397819 214386.0096523886, 984357.0987054468 213946.8109636823, 984357.1053657678 213946.8229784142, 983564.82305814 214386.0216671205, 983564.816397819 214386.0096523886))",12.444263762621393
104_0,[60185],2017-04-10,2018-01-01,spring,winter,266,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((1041248.483923094 193383.8751655947, 1041560.803838454 193557.6919959279))",357.42974140065735,"LINESTRING (1041248.483923094 193383.8751655947, 1041560.803838454 193557.6919959279)",0.0
1050_0,[34198],2017-11-09,2017-11-11,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((989165.9008941357 215214.2486111097, 988391.6533394712 215646.293443614))",886.635219917201,"LINESTRING (989165.9008941357 215214.2486111097, 988391.6533394712 215646.293443614)",0.0
1051_0,[297843 297844],2017-11-09,2017-11-12,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((989798.2415475992 216357.415962594, 989408.713014937 216572.7680678074), (989408.713014937 216572.7680678074, 989330.4409672229 216616.0408463007))",534.5317703119468,"POLYGON ((989798.2416094609 216357.4160744897, 989330.4410290846 216616.0409581963, 989330.4409672229 216616.0408463007, 989798.2415475992 216357.415962594, 989798.2416094609 216357.4160744897))",0.06834380915057495
1053_0,[162359 162360],2017-11-09,2017-11-20,fall,fall,11,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((982313.1958381648 198582.074808219, 982322.6775181125 198563.7580017811), (982322.6775181125 198563.7580017811, 982373.7572308037 198496.2942864143))",105.24509099504787,"POLYGON ((982310.8934069248 198580.4492825235, 982371.4547995637 198494.6687607188, 982373.757230804 198496.2942864143, 982313.195838165 198582.074808219, 982310.8934069248 198580.4492825235))",295.94785309499736
1054_0,[ 14774  14775 160677],2017-11-09,2017-12-09,fall,winter,30,"[""['Final Restoration Only']""]","MULTILINESTRING ((966151.469369296 155322.1297333844, 966146.9713105186 155335.8207525194, 966136.505265437 155348.8685605789, 966120.4816519092 155357.4577508672, 966102.3517775669 155358.7733236011, 966086.5285320007 155353.3500871216, 966075.4030963936 155344.1900511887), (966192.2078362389 155190.9355454809, 966151.469369296 155322.1297333844), (966339.3800682087 155027.6223646333, 966192.2078362389 155190.9355454809))",455.8502601476609,"POLYGON ((966366.2562463696 155048.1063626967, 966116.3108489766 155376.0490333633, 966075.0749472697 155344.6206016255, 966325.0203446627 155016.6779309588, 966366.2562463696 155048.1063626967))",21378.403593254658
1056_0,[67778],2017-11-10,2017-11-15,fall,fall,5,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1005673.366052547 217620.1731467733, 1005140.835738008 216757.7127821374))",1013.6204499078642,"LINESTRING (1005673.366052547 217620.1731467733, 1005140.835738008 216757.7127821374)",0.0
1057_0,[23206],2017-11-10,2017-11-18,fall,fall,8,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((981524.8617712726 197263.359961265, 981651.6784167875 197444.0630749412))",220.7624897302927,"LINESTRING (981524.8617712726 197263.359961265, 981651.6784167875 197444.0630749412)",0.0
1058_0,[176975],2017-11-10,2017-11-20,fall,fall,10,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1022101.784931186 205975.9357155226, 1022331.589703926 205417.1666233025))",604.1797182913323,"LINESTRING (1022101.784931186 205975.9357155226, 1022331.589703926 205417.1666233025)",0.0
1059_0,[44567],2017-11-10,2018-07-31,fall,summer,263,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1003828.271346636 193480.4863606288, 1004478.329967625 194007.8974865851))",837.1013717013504,"LINESTRING (1003828.271346636 193480.4863606288, 1004478.329967625 194007.8974865851)",0.0
105_0,[254849],2017-04-11,2017-05-12,spring,spring,31,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1001175.12135781 211934.3493027698, 1001348.190431579 211562.7975115162))",409.88246837240996,"LINESTRING (1001175.12135781 211934.3493027698, 1001348.190431579 211562.7975115162)",0.0
1061_0,[23331 23323],2017-11-11,2017-11-14,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Material On Street']""
 ""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street', 'Place Material On Street']""]","MULTILINESTRING ((982933.2665871922 196211.59561651, 983019.2832038995 196283.7354546345), (982718.7219114179 196415.5578237257, 982933.2665871922 196211.59561651))",408.2867963643959,"POLYGON ((982678.3098541244 196323.4164045139, 982978.8711466062 196191.5940354226, 983019.2832038995 196283.7354546345, 982718.7219114178 196415.5578237257, 982678.3098541244 196323.4164045139))",33021.35718168063
1062_0,[23764],2017-11-11,2017-11-16,fall,fall,5,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((984042.9412391086 199592.2492416036, 984123.8599307339 199539.309981884))",96.69746570626849,"LINESTRING (984042.9412391086 199592.2492416036, 984123.8599307339 199539.309981884)",0.0
1064_0,[35078],2017-11-12,2017-11-13,fall,fall,1,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((996133.3954039572 201007.8426330274, 995968.7238828064 200806.1390551395))",260.3863345318033,"LINESTRING (996133.3954039572 201007.8426330274, 995968.7238828064 200806.1390551395)",0.0
1065_0,[106084],2017-11-12,2017-11-18,fall,fall,6,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((985442.558937512 216384.505454254, 984853.5253508664 216711.9360368889))",673.9223639568793,"LINESTRING (985442.558937512 216384.505454254, 984853.5253508664 216711.9360368889)",0.0
1066_0,[34198],2017-11-13,2017-11-15,fall,fall,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((989165.9008941357 215214.2486111097, 988391.6533394712 215646.293443614))",886.635219917201,"LINESTRING (989165.9008941357 215214.2486111097, 988391.6533394712 215646.293443614)",0.0
1067_0,"[ 42245 132677 119766  42192  42221  42211  42209  42193  42229  42243
  42231  42199]",2017-11-13,2017-11-17,fall,fall,4,"[""['Dot In-House Milling']""]","MULTILINESTRING ((1004433.108959532 179499.5853422853, 1004448.211341824 179207.8660104212), (1004893.545599062 173776.1073860735, 1004924.550787275 173320.1065381328), (1004863.098224118 174157.3642088718, 1004893.545599062 173776.1073860735), (1004851.690393955 174296.5999812943, 1004863.098224118 174157.3642088718), (1004582.789740879 177571.3296816869, 1004631.692311393 176969.0522542318), (1004631.692311393 176969.0522542318, 1004693.649822947 176225.3412558697), (1004693.649822947 176225.3412558697, 1004751.558802809 175522.3552678992), (1004806.80349997 174844.539848434, 1004851.690393955 174296.5999812943), (1004497.704743192 178597.5343531055, 1004536.036102029 178129.1086846806), (1004448.211341824 179207.8660104212, 1004497.704743192 178597.5343531055), (1004536.036102029 178129.1086846806, 1004582.789740879 177571.3296816869), (1004751.558802809 175522.3552678992, 1004806.80349997 174844.539848434))",6199.150585509063,"POLYGON ((1004424.785112366 179498.915365354, 1004922.126071325 173319.9113755212, 1004930.449918491 173320.5813524525, 1004433.108959532 179499.5853422853, 1004424.785112366 179498.915365354))",51766.291817710066
1069_0,[19085],2017-11-13,2017-11-25,fall,fall,12,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((988948.4651170876 150281.3210885536, 989069.452273291 149442.5013924666))",847.5000734570378,"LINESTRING (988948.4651170876 150281.3210885536, 989069.452273291 149442.5013924666)",0.0
106_0,[38652],2017-04-11,2017-08-08,spring,summer,119,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((997600.4421889285 235457.0509024966, 997229.5128652452 235659.1283601272))",422.40248821539353,"LINESTRING (997600.4421889285 235457.0509024966, 997229.5128652452 235659.1283601272)",0.0
1070_0,[101470 101482],2017-11-13,2018-01-01,fall,winter,49,"[""['Contract Roadway Milling']""]","MULTILINESTRING ((1054881.416613336 212725.057214278, 1055155.818628253 211972.6864368381), (1054705.89864882 213202.4130248782, 1054881.416613336 212725.057214278))",1309.449603977319,"POLYGON ((1055156.584002618 211972.9664643025, 1054706.664023184 213202.6930523425, 1054705.89864882 213202.4130248782, 1055155.818628253 211972.6864368381, 1055156.584002618 211972.9664643025))",1067.1911569240176
1071_0,[ 70451 121004 121005],2017-11-13,2018-01-31,fall,winter,79,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1008795.988798579 239804.5824338653, 1008996.402613326 239726.5488657402), (1008281.821200317 240025.5437056097, 1008625.814703556 239877.714531609), (1008625.814703556 239877.714531609, 1008795.988798579 239804.5824338653))",774.7053816061433,"POLYGON ((1008279.747576874 240020.5878583104, 1008994.328989883 239721.5930184409, 1008996.402613326 239726.5488657401, 1008281.821200317 240025.5437056096, 1008279.747576874 240020.5878583104))",4161.359074905065
1076_0,[79988],2017-11-15,2017-11-18,fall,fall,3,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1013831.036867849 250157.8925801601, 1014181.893399914 250654.1970369751))",607.7980091669513,"LINESTRING (1013831.036867849 250157.8925801601, 1014181.893399914 250654.1970369751)",0.0
