wz_id,segmentid,created_date,closed_date,created_season,closed_season,duration_days,purpose,geometry,length_ft,bounding_geometry,bounding_area
2154_0,[72643 72609 72600 72596],2018-08-29,2018-09-30,summer,summer,32,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1005060.744563231 253202.2147177566, 1004892.038605005 253548.1617115295), (1004546.709661416 254255.9512956972, 1004366.709261661 254623.8781486065), (1004892.038605005 253548.1617115295, 1004715.328814011 253909.7435094433), (1004715.328814011 253909.7435094433, 1004546.709661416 254255.9512956972))",1582.028163386683,"POLYGON ((1005061.042017584 253202.3599262338, 1004367.023656477 254624.0316269201, 1004366.709261661 254623.8781486065, 1005060.727622768 253202.2064479202, 1005061.042017584 253202.3599262338))",553.4829808236668
2155_0,[11427],2018-08-29,2018-11-04,summer,fall,67,"[""['Dep Contractor Major Installation Sewer', 'Major Installation - Gas']""]","MULTILINESTRING ((953335.4100501038 157000.3079412582, 953619.9688843433 157086.5157037473))",297.33063827515235,"LINESTRING (953335.4100501038 157000.3079412582, 953619.9688843433 157086.5157037473)",0.0
2157_0,[31810],2018-08-30,2018-09-07,summer,summer,8,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((982630.2176427587 201987.6161370971, 982663.8971792432 202230.6729201085))",245.37911676769042,"LINESTRING (982630.2176427587 201987.6161370971, 982663.8971792432 202230.6729201085)",0.0
215_0,[110940 110939],2017-05-07,2017-05-08,spring,spring,1,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((983647.9780394688 208408.6019492674, 983583.237251997 208427.6401139393), (984199.1240578541 208101.082653148, 983647.9780394688 208408.6019492674))",698.6159477293918,"POLYGON ((984205.4516655939 208113.0165103941, 983589.5648597371 208439.5739711853, 983583.2372519971 208427.6401139393, 984199.1240578539 208101.0826531481, 984205.4516655939 208113.0165103941))",9416.232737201984
2160_0,[31306],2018-08-30,2018-10-31,summer,fall,62,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((999162.3184066958 192474.981460815, 999948.5004491039 192594.4368161954))",795.205499059165,"LINESTRING (999162.3184066958 192474.981460815, 999948.5004491039 192594.4368161954)",0.0
2161_0,[  71950   72110   71956 9003495 9003496 9003498   72106],2018-08-30,2018-11-26,summer,fall,88,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1007579.223929291 241875.766703916, 1007813.919274682 241775.4105626973), (1008532.634575668 241469.42080423, 1008772.421745683 241367.4210827847), (1007813.919274682 241775.4105626973, 1008052.771437872 241673.3680420357), (1008052.771437872 241673.3680420357, 1008175.663133688 241621.1812985854), (1008175.663133688 241621.1812985854, 1008248.521827784 241590.2412876469), (1008248.521827784 241590.2412876469, 1008292.230604258 241571.6799209924), (1008292.230604258 241571.6799209924, 1008532.634575668 241469.42080423))",1296.9725878388945,"POLYGON ((1007578.989468882 241875.2163743057, 1008772.187285274 241366.8707531744, 1008772.421745683 241367.4210827847, 1007579.223929291 241875.766703916, 1007578.989468882 241875.2163743057))",775.8390114553731
2163_0,[250751  32982],2018-08-31,2018-10-01,summer,fall,31,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((987190.3171043982 209094.7527567173, 987263.2077391363 209373.8211750629), (987136.6934044742 208829.9451520248, 987190.3171043982 209094.7527567173))",558.6131002385346,"POLYGON ((987255.6422879134 209375.5810210341, 987129.1279532512 208831.704997996, 987136.6934044744 208829.9451520249, 987263.2077391365 209373.821175063, 987255.6422879134 209375.5810210341))",4337.313265888377
2165_0,[23368],2018-08-31,2018-10-28,summer,fall,58,"[""['Conduit Construction And Franchise']""]","MULTILINESTRING ((982099.0044765518 198242.4566710078, 982373.7572308037 198496.2942864143))",374.0623089330288,"LINESTRING (982099.0044765518 198242.4566710078, 982373.7572308037 198496.2942864143)",0.0
2166_0,[88739 88753 88759 88736],2018-08-31,2018-12-26,summer,winter,117,"[""['Contract Roadway Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1029043.960865729 252933.3398148714, 1029059.314636303 253607.483287433), (1029059.314636303 253607.483287433, 1029078.48669584 254502.3179922735), (1029078.48669584 254502.3179922735, 1029100.756907908 254862.8575671429), (1029029.15184222 252312.8768786611, 1029043.960865729 252933.3398148714))",2551.2247225456867,"POLYGON ((1029088.620444316 254863.1983666935, 1029017.015378628 252313.2176782117, 1029029.15184222 252312.8768786611, 1029100.756907908 254862.8575671429, 1029088.620444316 254863.1983666935))",30972.15076013082
2168_0,[ 23227 294070],2018-08-31,2020-02-23,summer,winter,541,"[""['D.D.C. Contractor Major Reconstruction', 'Dep Contractor Major Installation Sewer', 'Dot In-House Milling', 'Occupancy Of Roadway As Stipulated']""
 ""['D.D.C. Contractor Major Reconstruction']""]","MULTILINESTRING ((981604.2777827107 198068.4275052737, 981915.9782331364 197777.9860852422), (982085.1190262232 197617.4389968507, 982150.5723403584 197553.1359848085))",517.7990652989944,"POLYGON ((982152.3540791606 197555.0249237335, 981606.0595215128 198070.3164441987, 981604.2777827107 198068.4275052737, 982150.5723403585 197553.1359848085, 982152.3540791606 197555.0249237335))",1950.0319508564262
2171_0,[236949],2018-09-01,2018-09-10,summer,summer,9,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((982563.8536497027 211082.5584262036, 982070.1660242715 211357.7717196533))",565.216620770608,"LINESTRING (982563.8536497027 211082.5584262036, 982070.1660242715 211357.7717196533)",0.0
2172_0,[33801],2018-09-01,2018-09-17,summer,summer,16,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((986214.5649520564 211740.8632531488, 985427.8291901331 212177.0066772126))",899.5411304899047,"LINESTRING (986214.5649520564 211740.8632531488, 985427.8291901331 212177.0066772126)",0.0
2174_0,[24509],2018-09-04,2018-12-03,summer,winter,90,"[""['Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((988502.3011113842 195410.6955994783, 989035.2152260478 195386.3875039523))",533.468215656568,"LINESTRING (988502.3011113842 195410.6955994783, 989035.2152260478 195386.3875039523)",0.0
2177_0,[  8300 290697 290698],2018-09-05,2018-10-31,summer,fall,56,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((940905.804922321 162374.8125877046, 940537.7145315533 162536.5761064107), (940477.5433179317 163155.2845868183, 940371.4693463725 163261.5995991719), (940371.4693463725 163261.5995991719, 940283.2310076626 163329.2250976923))",663.420905924322,"POLYGON ((940144.5325671597 163253.1183101028, 940691.1186070557 162257.0096352344, 940905.8049223211 162374.8125877046, 940359.2188824251 163370.9212625731, 940144.5325671597 163253.1183101028))",278240.350290157
2181_0,[129730 129733 129731 129729 129732],2018-09-05,2018-12-03,summer,winter,89,"[""['D.D.C. Contractor Major Reconstruction']""]","MULTILINESTRING ((1010008.827406595 214383.9780006544, 1010081.272010851 213896.4743968948), (1009971.569888771 214648.0019245745, 1009988.860040331 214518.3440500684), (1010081.272010851 213896.4743968948, 1010103.598600249 213741.3231296228), (1009988.860040331 214518.3440500684, 1010008.827406595 214383.9780006544), (1009913.724982426 215081.7329657148, 1009971.569888771 214648.0019245745))",1353.8249253097376,"POLYGON ((1009909.145963073 215081.0843320304, 1010099.019580896 213740.6744959384, 1010103.598600249 213741.3231296228, 1009913.724982426 215081.7329657148, 1009909.145963073 215081.0843320304))",6260.921003961919
2182_0,[80217],2018-09-05,2019-04-01,summer,spring,208,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1014147.994923707 256519.2230869732, 1014368.004970913 256689.1280121933))",277.97860436672784,"LINESTRING (1014147.994923707 256519.2230869732, 1014368.004970913 256689.1280121933)",0.0
2183_0,[129726 129728 109190 129727],2018-09-05,2019-10-01,summer,fall,391,"[""['D.D.C. Contractor Major Reconstruction']""]","MULTILINESTRING ((1009762.310932124 214354.3907737775, 1009818.223406362 213960.5775815295), (1009818.223406362 213960.5775815295, 1009832.055523838 213863.1601790403), (1009832.055523838 213863.1601790403, 1009851.839100021 213709.8476986097), (1009744.052977474 214483.002248435, 1009762.310932124 214354.3907737775))",780.6416713103114,"POLYGON ((1009853.398634829 213710.0651146619, 1009745.612512282 214483.2196644872, 1009744.052977474 214483.0022484349, 1009851.839100021 213709.8476986097, 1009853.398634829 213710.0651146619))",1229.1958658734184
2184_0,[175507 175508],2018-09-06,2018-09-08,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1019361.724308856 217159.1056220911, 1019366.747457623 217125.260752023), (1019366.747457623 217125.260752023, 1019449.864799947 216522.0194466613))",643.1561262891726,"POLYGON ((1019450.199131896 216522.0657012863, 1019362.058640805 217159.1518767161, 1019361.724308856 217159.1056220911, 1019449.864799947 216522.0194466613, 1019450.199131896 216522.0657012863))",217.0751679340708
2185_0,[67188],2018-09-06,2018-09-11,summer,summer,5,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1000722.856166923 217418.3186279009, 1000423.935092445 216785.2440995355))",700.0979697386397,"LINESTRING (1000722.856166923 217418.3186279009, 1000423.935092445 216785.2440995355)",0.0
2186_0,[22394 22187 22172 22390 22164 22168 22189 22371 22388 22392 22170 22166],2018-09-06,2018-09-14,summer,summer,8,"[""['Dot In-House Milling']""]","MULTILINESTRING ((985392.3324968267 187891.6415919524, 985301.5490582285 187646.978636395), (984785.9299370247 186241.589832552, 984688.7885709582 185974.098843453), (984688.7885709582 185974.098843453, 984602.7163245424 185739.7901328694), (985212.9407183053 187405.2848995927, 985113.5256490634 187134.0043968427), (984344.0735999548 185035.0435801723, 984296.9873129803 184904.967651465), (984516.480281688 185504.7828168014, 984429.7748362568 185270.4774996313), (984895.7781416962 186538.7988921115, 984785.9299370247 186241.589832552), (985003.6775363289 186837.6155468895, 984895.7781416962 186538.7988921115), (985113.5256490634 187134.0043968427, 985003.6775363289 186837.6155468895), (985301.5490582285 187646.978636395, 985212.9407183053 187405.2848995927), (984602.7163245424 185739.7901328694, 984516.480281688 185504.7828168014), (984429.7748362568 185270.4774996313, 984344.0735999548 185035.0435801723))",3181.208268734278,"POLYGON ((985390.4840381775 187892.319503341, 984295.1388543312 184905.6455628537, 984296.9873129801 184904.9676514649, 985392.3324968264 187891.6415919523, 985390.4840381775 187892.319503341))",6263.290251452001
2187_0,[245170 279410],2018-09-06,2018-09-16,summer,summer,10,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((991876.7917035237 209857.8953271792, 991923.4249901677 209982.9211309017, 991944.9024139127 210063.9286952283), (991765.5936734318 209183.0867916634, 991769.6584772842 209366.6991835003, 991774.1618937231 209397.5568114804, 991779.7832894506 209436.0749712182, 991787.0758541389 209486.0616784784, 991793.3460378102 209529.0392566627, 991798.5950405045 209565.0036057349, 991804.2608504163 209599.357350118, 991811.6122319823 209644.3977391609, 991819.2726816059 209669.4784553035, 991829.9459115048 209704.4052170435, 991854.1711517763 209783.8961847995, 991876.7917035237 209857.8953271792))",904.9874407119296,"POLYGON ((991898.9195983773 210073.2891953407, 991719.6108578964 209192.4472917759, 991765.5936734318 209183.0867916634, 991944.9024139127 210063.9286952283, 991898.9195983773 210073.2891953407))",42182.01025290298
2189_0,[ 69865  71394 262988  71575  69863],2018-09-06,2018-12-04,summer,winter,89,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1004896.264145251 239897.8711938199, 1005036.424949164 240187.9160137493), (1004825.564876369 240324.2103101818, 1005057.179613898 240219.99256934), (1004571.344137948 239146.0946500509, 1004896.264145251 239897.8711938199), (1005036.424949164 240187.9160137493, 1005057.179613898 240219.99256934), (1004680.016867954 239996.6886140629, 1004896.264145251 239897.8711938199))",1671.065865015719,"POLYGON ((1004825.777298455 240324.6798511012, 1004339.941822505 239250.781931812, 1004571.344137948 239146.0946500509, 1005057.179613898 240219.99256934, 1004825.777298455 240324.6798511012))",299363.2604336318
218_0,[262473 262472],2017-05-08,2017-06-07,spring,summer,30,"[""['Repair Traffic Street Light']""]","MULTILINESTRING ((990326.946896781 213095.8633325851, 990434.8835515064 213295.0915090334), (990302.9045952889 213051.9800472726, 990326.946896781 213095.8633325851))",276.625881263854,"POLYGON ((990303.0738955927 213051.8881384946, 990435.0528518102 213294.9996002554, 990434.8835515064 213295.0915090335, 990302.9045952889 213051.9800472726, 990303.0738955927 213051.8881384946))",53.28886892812802
2191_0,[11130],2018-09-07,2018-09-10,summer,summer,3,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((958292.2576276892 147401.2526159095, 958021.3948184572 147020.7114497635))",467.0955368624632,"LINESTRING (958292.2576276892 147401.2526159095, 958021.3948184572 147020.7114497635)",0.0
2193_0,[184206 159694 110249 184207 159695],2018-09-07,2018-11-15,summer,fall,69,"[""['Contract Roadway Milling', 'Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((932090.6741970859 158698.1426757267, 932055.7168100873 158703.8839928878), (932531.5129213111 158627.064513608, 932125.2803796087 158693.0967563539), (932702.1584912437 158650.0830126205, 932531.5129213111 158627.064513608), (932055.7168100873 158703.8839928878, 931590.393142272 158785.6248746071), (932125.2803796087 158693.0967563539, 932090.6741970859 158698.1426757267))",1126.601764000638,"POLYGON ((931585.1286819632 158742.4437904263, 932696.8940309349 158606.9019284397, 932702.1584912437 158650.0830126205, 931590.393142272 158785.6248746071, 931585.1286819632 158742.4437904263))",48720.78787582835
2194_0,[166507 166506],2018-09-07,2018-12-09,summer,winter,93,"[""['Dot In-House Paving', 'Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street', 'Place Material On Street']""]","MULTILINESTRING ((998666.0810804459 234268.8533520324, 997902.7197153355 234693.2376430263), (998689.3825773136 234255.826086626, 998666.0810804459 234268.8533520324))",900.0930292224947,"POLYGON ((998689.4126617074 234255.8801919073, 997902.7497997293 234693.2917483076, 997902.7197153355 234693.2376430264, 998689.3825773136 234255.8260866261, 998689.4126617074 234255.8801919073))",55.72187691080632
2196_0,[35566],2018-09-08,2018-09-15,summer,summer,7,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((998887.1349021691 209381.6980968062, 999535.4702003712 209224.8397674092))",667.0406242471671,"LINESTRING (998887.1349021691 209381.6980968062, 999535.4702003712 209224.8397674092)",0.0
2198_0,[9010040   68948 9010041],2018-09-08,2018-09-24,summer,summer,16,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street']""]","MULTILINESTRING ((1008983.305596577 222055.7975866066, 1008843.71528647 221904.7747962989), (1008515.801584396 221550.0051587759, 1008383.179894341 221410.8824507408), (1008843.71528647 221904.7747962989, 1008515.801584396 221550.0051587759))",880.964123091833,"POLYGON ((1008384.873999974 221409.3060009472, 1008984.99970221 222054.221136813, 1008983.305596577 222055.7975866066, 1008383.179894341 221410.8824507408, 1008384.873999974 221409.3060009472))",2038.6224040137279
2199_0,[36015],2018-09-09,2018-09-17,summer,summer,8,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((991422.8448797583 217596.8125921545, 990703.3220891887 217986.4766455395))",818.2610345418283,"LINESTRING (991422.8448797583 217596.8125921545, 990703.3220891887 217986.4766455395)",0.0
21_0,[23338],2017-03-10,2018-09-13,winter,summer,552,"[""['Conduit Construction And Franchise', 'Crossing Sidewalk', 'Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Open Sidewalk To Install Foundation', 'Place Equipment Other Than Crane Or Shov', 'Place Material On Street', 'Place Temporary Security Structure']""]","MULTILINESTRING ((982085.1190262232 197617.4389968507, 982294.425579085 197902.3982755647))",353.56897996866564,"LINESTRING (982085.1190262232 197617.4389968507, 982294.425579085 197902.3982755647)",0.0
2200_0,[13523],2018-09-09,2018-10-29,summer,fall,50,"[""['Repair Gas']""]","MULTILINESTRING ((950765.8303139685 172609.0172799336, 950898.7510700852 172230.1461153984))",401.51125354459265,"LINESTRING (950765.8303139685 172609.0172799336, 950898.7510700852 172230.1461153984)",0.0
2201_0,[76356],2018-09-10,2018-09-20,summer,summer,10,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((1016819.763362083 212522.4829319057, 1016925.939854052 211753.7525383111))",776.0282633274817,"LINESTRING (1016819.763362083 212522.4829319057, 1016925.939854052 211753.7525383111)",0.0
2202_0,[73072 72971],2018-09-10,2018-10-11,summer,fall,31,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1009032.87603656 251055.4568102247, 1008780.95629896 251114.6416741285), (1008780.95629896 251114.6416741285, 1008557.711273012 251159.0927075606))",486.406080415644,"POLYGON ((1009033.758780763 251059.5041427705, 1008558.594017215 251163.1400401064, 1008557.711273012 251159.0927075606, 1009032.87603656 251055.4568102247, 1009033.758780763 251059.5041427705))",2014.6337996584898
2203_0,[51674 51682 50460],2018-09-10,2018-11-05,summer,fall,56,"[""['Dot In-House Milling', 'Dot In-House Paving']""]","MULTILINESTRING ((1027148.28293006 180444.8554424229, 1027264.324304701 179835.3841556291), (1027035.158293368 181037.2105149195, 1027148.28293006 180444.8554424229), (1027264.324304701 179835.3841556291, 1027380.893876009 179225.7063776147))",1844.2019132535281,"POLYGON ((1027035.023403178 181037.1847781696, 1027380.658061262 179225.6613846823, 1027380.893876009 179225.7063776147, 1027035.259217926 181037.229771102, 1027035.023403178 181037.1847781696))",442.7350482549872
2204_0,[  5343   5333   5345 159860   5452 159861 159858   5344 159859],2018-09-10,2018-11-15,summer,fall,66,"[""['Contract Roadway Milling-Protected']"" ""['Contract Roadway Milling']""]","MULTILINESTRING ((937631.1418722761 166078.6858655215, 937573.2819370467 165960.5856661802), (937573.2819370467 165960.5856661802, 937477.9267071317 165774.3366587179), (937778.1964267759 166621.9485302246, 937725.3883829197 166342.0643678842), (937477.9267071317 165774.3366587179, 937409.7018720685 165643.5456523671), (938016.1686123947 167886.826396979, 937957.3776346729 167596.6723148768), (937409.7018720685 165643.5456523671, 937393.9607916768 165613.8376505169), (937393.9607916768 165613.8376505169, 937373.0357831145 165574.434848106), (937725.3883829197 166342.0643678842, 937631.1418722761 166078.6858655215), (937373.0357831145 165574.434848106, 937281.9118463085 165403.9005383179))",1620.4619569149634,"POLYGON ((937434.5995317453 165358.7473712433, 938168.8562978315 167841.6732299044, 938016.1686123947 167886.826396979, 937281.9118463085 165403.9005383179, 937434.5995317453 165358.7473712433))",412266.2209049221
2208_0,[32797],2018-09-11,2018-09-16,summer,summer,5,"[""['Occupancy Of Roadway As Stipulated', 'Place Equipment Other Than Crane Or Shov']""]","MULTILINESTRING ((986156.6429775388 207673.4767236744, 986685.6510809027 207381.01733681))",604.4684163707634,"LINESTRING (986156.6429775388 207673.4767236744, 986685.6510809027 207381.01733681)",0.0
220_0,[47189 47186],2017-05-08,2017-06-20,spring,summer,43,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1010469.023047511 187522.462963495, 1010633.428746004 187742.8838574511), (1010243.583860793 187217.6947764175, 1010469.023047511 187522.462963495))",654.0674663506501,"POLYGON ((1010632.920354768 187743.2612333907, 1010243.075469557 187218.0721523571, 1010243.583860793 187217.6947764175, 1010633.428746004 187742.883857451, 1010632.920354768 187743.2612333907))",414.1196058440098
2210_0,[166019 166020],2018-09-11,2018-09-24,summer,summer,13,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((995049.3351214337 221616.7333930898, 995078.1770485189 221599.8799537559), (995078.1770485189 221599.8799537559, 995496.6260909978 221370.1550213405))",510.7656206671084,"POLYGON ((995048.9318966251 221616.0019468794, 995496.2228661892 221369.4235751301, 995496.6260909978 221370.1550213405, 995049.3351214337 221616.7333930898, 995048.9318966251 221616.0019468794))",426.5958013997221
2211_0,[15385],2018-09-11,2018-10-11,summer,fall,30,"[""['Repair Gas']""]","MULTILINESTRING ((961938.2467222883 168179.5227386364, 961695.3880487265 168506.7724345762))",407.5201820976497,"LINESTRING (961938.2467222883 168179.5227386364, 961695.3880487265 168506.7724345762)",0.0
2212_0,[278963 278964],2018-09-11,2018-11-15,summer,fall,65,"[""['Contract Roadway Milling-Protected']""]","MULTILINESTRING ((937957.3776346729 167596.6723148768, 937817.4520911798 166842.1939387695), (937817.4520911798 166842.1939387695, 937778.1964267759 166621.9485302246))",991.0604198312407,"POLYGON ((937956.1863540027 167596.8913052336, 937777.0051461057 166622.1675205814, 937778.1964267758 166621.9485302246, 937957.3776346728 167596.6723148768, 937956.1863540027 167596.8913052336))",1200.4085600077387
2213_0,[85315],2018-09-11,2018-12-10,summer,winter,90,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1023478.940398493 237193.6470484929, 1023357.689541983 237966.080082919))",781.8916567383992,"LINESTRING (1023478.940398493 237193.6470484929, 1023357.689541983 237966.080082919)",0.0
2214_0,[62094],2018-09-11,2019-01-01,summer,winter,112,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((1052148.774051095 160664.5175507512, 1052231.6084208 160995.3476597538))",341.04265690264805,"LINESTRING (1052148.774051095 160664.5175507512, 1052231.6084208 160995.3476597538)",0.0
2215_0,[15698],2018-09-12,2018-09-14,summer,summer,2,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((963363.1481016915 167356.4930078208, 962737.769881692 167281.7238825911))",629.8319935802979,"LINESTRING (963363.1481016915 167356.4930078208, 962737.769881692 167281.7238825911)",0.0
2216_0,[91062 84373],2018-09-12,2018-10-11,summer,fall,29,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1030515.680930272 216521.1870029863, 1030584.473795075 216555.7081073021), (1029981.670820962 216301.5638490584, 1030118.353971259 216348.26352183, 1030253.141107163 216400.5175721237, 1030385.690627273 216458.2111993205, 1030515.680930272 216521.1870029863))",654.9739496599767,"POLYGON ((1029987.219166163 216288.4037681971, 1030590.022140276 216542.5480264408, 1030584.473795075 216555.708107302, 1029981.670820962 216301.5638490584, 1029987.219166163 216288.4037681971))",9343.015958428863
2218_0,[19710],2018-09-12,2018-11-01,summer,fall,50,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((983076.280301873 161222.9229395894, 983281.9037262771 161059.6882739386))",262.53866140778047,"LINESTRING (983076.280301873 161222.9229395894, 983281.9037262771 161059.6882739386)",0.0
2219_0,[169746],2018-09-13,2018-09-16,summer,summer,3,"[""['Occupancy Of Roadway As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((1034254.691455726 159538.5087397334, 1033425.975908122 159630.4445390765))",833.7995262894506,"LINESTRING (1034254.691455726 159538.5087397334, 1033425.975908122 159630.4445390765)",0.0
221_0,[23994],2017-05-08,2017-07-01,spring,summer,54,"[""['Dep Contractor Major Installation Sewer']""]","MULTILINESTRING ((986262.1649078454 191975.7931743148, 986820.880481025 191772.8783621315))",594.4219988499082,"LINESTRING (986262.1649078454 191975.7931743148, 986820.880481025 191772.8783621315)",0.0
2220_0,[17345],2018-09-13,2018-09-21,summer,summer,8,"[""['Dot In-House Paving']""]","MULTILINESTRING ((979044.5989908662 166732.8457616689, 979856.8430860217 166097.3353279698))",1031.316625220089,"LINESTRING (979044.5989908662 166732.8457616689, 979856.8430860217 166097.3353279698)",0.0
2221_0,"[ 78322 175893  78326 175884  78344 175892  78506  78373  78336  78340
 175883 175891  78338 175889]",2018-09-13,2018-12-11,summer,winter,89,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1011187.692800719 244916.9178246743, 1011400.419288451 245417.3291393276), (1012316.11220245 246828.1908328992, 1012320.928412123 246840.995905869), (1011437.982026617 244766.7457339975, 1011666.781349313 245304.0008808701), (1012013.477068658 246856.611544555, 1012018.332677681 246870.8207125332), (1011876.371222749 245796.84981989, 1012092.594906813 246304.3740381173), (1012308.536585248 246811.2192640391, 1012316.11220245 246828.1908328992), (1012092.594906813 246304.3740381173, 1012288.244741623 246761.8231616581), (1011826.331451623 246417.2037924366, 1011992.056421359 246805.9358427299), (1011400.419288451 245417.3291393276, 1011609.789363482 245910.2963739599), (1011609.789363482 245910.2963739599, 1011826.331451623 246417.2037924366), (1011992.056421359 246805.9358427299, 1012013.477068658 246856.611544555), (1012288.244741623 246761.8231616581, 1012308.536585248 246811.2192640391), (1011666.781349313 245304.0008808701, 1011876.371222749 245796.84981989), (1012018.332677681 246870.8207125332, 1012024.418690787 246885.7124828789))",4393.636014710344,"POLYGON ((1011439.842232902 244765.954998563, 1012321.750840284 246840.6463085719, 1012053.697264402 246954.5903708375, 1011171.78865702 244879.8990608286, 1011439.842232902 244765.954998563))",656616.6737710228
2222_0,[78315],2018-09-13,2018-12-19,summer,winter,97,"[""['Dot In-House Paving']""]","MULTILINESTRING ((1011582.592430774 243688.241981729, 1011764.564267997 244086.5212441374))",437.8813999325761,"LINESTRING (1011582.592430774 243688.241981729, 1011764.564267997 244086.5212441374)",0.0
2223_0,[106114 106113],2018-09-14,2018-09-16,summer,summer,2,"[""['Final Restoration Only - Protected', 'Occupancy Of Roadway As Stipulated']""]","MULTILINESTRING ((986854.5108342631 220120.4963846258, 986766.8038544924 220168.9243001147), (987556.3252800056 219732.9313530488, 986854.5108342631 220120.4963846258))",901.9057220775453,"POLYGON ((987556.3278247372 219732.9359611972, 986766.8063992241 220168.9289082632, 986766.8038544923 220168.9243001147, 987556.3252800053 219732.9313530488, 987556.3278247372 219732.9359611972))",4.74771708520498
2224_0,[28004],2018-09-14,2018-09-19,summer,summer,5,"[""['Occupancy Of Roadway As Stipulated', 'Occupancy Of Sidewalk As Stipulated', 'Place Crane Or Shovel On Street']""]","MULTILINESTRING ((992423.8637653234 174384.3063632064, 992846.3180236127 174446.5952053984))",427.02166245799185,"LINESTRING (992423.8637653234 174384.3063632064, 992846.3180236127 174446.5952053984)",0.0
