node_id,roadway_type,street_width,posted_speed,number_total,number_travel,number_park
069ee077c0631ce66505a8cc64dc1fcb,Street,36.0,25,3,1,1
069f537da0c15eed5c86e4996fd835d8,Street,36.0,25,3,1,2
06a0fa826c4e89ab6046b2a6ff9da932,Street,-1.0,25,-1,1,-1
06a1261b517db5562a103e06662a8057,Street,30.0,25,-1,-1,2
06a4a439e641ba9bf1054331bcbfe487,Street,30.0,25,3,1,2
06a5c44bbeaa2cb71483214a0f5099f7,Street,32.0,25,3,2,-1
06a66b1adc74003cccbcbd5ec7d1b7e3,Street,40.0,25,3,1,2
06a982bfb3253302716cd1a5f72dfc15,Street,30.0,25,3,1,2
06a996b00e29d66516b56c5bfc5d89d8,Street,28.0,25,2,2,-1
06ad233f1dcf3831c2a6564842c5edc5,Street,30.0,25,3,1,2
06aeb61705ed07130650496902c08f4f,Street,30.0,25,3,1,2
06b1fd0f9f83e13fd807b2126cc748fb,Street,18.0,25,2,1,1
06b36124ccbbc2f9e77f7e58c899e3e1,Street,30.0,25,3,1,2
06b3a930339c8d4fb0a9ffbfd7b68e24,Highway,26.0,30,2,2,-1
06b3b8c860c2cec1bac6cd935f7adb67,Street,30.0,25,3,1,2
06b54b4cbdb0104c025d124df105ae38,Street,30.0,25,3,1,-1
06ba10fb7d0efff55e21b60668e02b7d,Street,30.0,25,2,1,-1
06bccb02a7e35dd83645ddae254d3154,Street,30.0,25,3,1,2
06bef4751a9f3b2c199f4c4281789706,Street,32.0,25,3,1,-1
06c0b4eeb76e43d00ab1feaa989588a4,Street,50.0,25,1,1,-1
06c0df6eba0d20f0740a0256b5eb6713,Street,30.0,25,3,1,2
06c284c408db81c3db78c80a33c7451a,Street,30.0,25,3,1,2
06c310c6385c99f59f58dfd5ebd4c9cf,Street,38.0,25,3,1,2
06c698e9782440d414c108c6a331a382,Street,30.0,25,3,1,2
06c71d2769d6a9c87a41877aa845ccf7,Street,47.0,25,4,2,2
06c885116b35490bd80da166cf9287a9,Street,38.0,20,4,2,2
06c8e9c3a76d04220a89a249ea4aa029,Street,30.0,25,3,1,2
06c917f79f3791c387cfc60af9316305,Street,28.0,25,1,1,-1
06c93acc940882872490a7bd99753a5c,Street,38.0,25,3,1,2
06c97d5daaec0a0f677bacc3fabeac29,Street,30.0,25,3,1,1
06cbeb206a6e122507c2e122c856c7ab,Street,60.0,25,6,4,-1
06cc2747ba6b6df4e026d025d34dac4b,Street,20.0,25,2,1,1
06cc391634fbba76dee35cbb30d76dcb,Street,30.0,25,3,1,2
06cc9a82fb880c0011ccc04152cf3ba4,Street,30.0,25,2,2,-1
06cc9d93e4f34cc2d3755f40e5251724,Street,34.0,25,3,1,2
06cccd5b37711279dbaa476ad8ae3d13,Street,42.0,25,3,1,2
06ce2c005cce2db0836d445baefc13f8,Street,32.0,25,3,1,-1
06ce5049f79878c1b86519b70e957ce7,Street,32.0,25,3,1,2
06ce61f37c8fcc3807006451baec066b,Street,30.0,30,3,1,2
06cf9c7afbcc996b4226043cbc9157c0,Street,30.0,25,3,1,-1
06d02d0cc1861bd9df49a290040d05e6,Street,34.0,25,3,1,2
06d0edd97c0b4f165dc7e1663bc62dcd,Street,28.0,25,2,1,-1
06d228cd80d6695cb7ecff5609f78d1d,Unknown,-1.0,-1,-1,-1,-1
06d4aaed5b8f42e3fe6edf089f4b9f44,Street,30.0,25,3,1,2
06d611a33db1e193ba0d3e63ff727ee0,Street,22.0,25,2,2,-1
06d6223bd7972d41a7f6139768498842,Street,35.0,25,4,2,2
06d67c641cd4b94390a96afcee3fc8f9,Street,40.0,25,3,1,2
06da04926e01a69883715a15749e8ef6,Street,30.0,25,3,1,2
06daee3a5796bac6b87bf4151283d9d8,Street,30.0,25,3,1,2
06de4d2654cbd7cda08dad3ec9366ca6,Street,45.0,25,3,1,2
06def1da11bf9779811ee3012f91fb22,Street,64.0,25,6,4,2
06df9e8abafff44c438ceb30db9a2502,Street,24.0,25,3,1,2
06dfbb817e5ea5bbef49447cd7d969c5,Unknown,-1.0,-1,-1,-1,-1
06dff7c5c6672564602316f20a12b00b,Street,28.0,25,3,1,2
06e0b5e4e0ad65b0e5bf6b2e004a0913,Street,30.0,25,3,1,2
06e100df725368ea1c588ab72d176bcf,Street,50.0,25,3,1,2
06e1a9a0f2debd5bbcfb94860c9b13f2,Highway,50.0,50,4,4,-1
06e271e1d555b38cd405a993aeea4fec,Street,28.0,25,4,2,2
06e2815fe3de5620c7810de5e332b36d,Street,40.0,25,2,2,-1
06e62889dd707517ea9ec8b14f28a9fa,Street,38.0,25,3,1,2
06e69a709b8b0dc1b41ea457e81294a1,Street,70.0,25,5,4,1
06e8f512d5967b924cfe168cc014cddb,Street,42.0,25,4,2,2
06e93ceaa1aa5d3ad5e80ccac97dc776,Street,30.0,25,3,1,2
06ea2e060a9e3474c9e01f89fa4f0d2e,Street,30.0,25,3,1,2
06eaffcfa18b940014c709d13a98e7b6,Street,30.0,25,4,2,2
06ecb8c4da775db0a9101ed94c480599,Street,30.0,25,3,1,-1
06ed07d26b4b594065198f7e14d1cdd1,Street,50.0,25,3,1,2
06ed4075651ebbddea415352f42974ef,Street,30.0,-1,2,1,1
06ed84efd85651e5b6ea3ceb46243c65,Street,32.0,25,3,1,2
06ef029c8a6271fd8e5d07f5b17a0266,Street,26.0,25,3,1,-1
06efc0da2dabb7cd4f14d586b1bd5968,Street,42.0,25,4,2,2
06f03c79dad5b3fc5360238c2a550c83,Street,30.0,25,3,1,2
06f257723e951b48c230691bab7668b2,Street,34.0,30,4,2,-1
06f46ecec3d416adb2f480f2a988dde6,Street,40.0,25,4,2,2
06f4ff65b9c43aac3c59cf4d4fed462c,Street,20.0,25,2,1,1
06f5ce660960ca3800954a2d4169ebab,Street,34.0,25,4,2,2
06f701c62f59956a47ee422fdc5570ed,Street,50.0,25,4,2,2
06f85b1ab3392dd966b537266d576f9c,Street,34.0,25,3,1,2
06f85e935c1b511385f3011a64ee6038,Street,30.0,25,3,1,2
06f8b85a27df6dc872c2c4d9e5fb4ac9,Street,30.0,25,6,1,2
06f9724ea361d8e40121a41864ef3ecd,Street,50.0,25,3,1,2
06fa8caa0a2965ba0c59abb03ff186d0,Street,22.0,25,2,2,-1
06fbf59c5bec247eb79f72fc71aacaae,Street,30.0,25,3,1,2
06fed12f0f688262bf479f246fa9adb3,Street,30.0,25,3,1,2
06ff375aad4f20063d0abc82921d5c21,Street,30.0,25,3,1,2
070270338866074ff6a12cdbe96fe4f7,Street,44.0,25,2,2,-1
070285516d1c33d9a0d2e816440f8618,Street,40.0,25,4,2,2
070289352ac197c24b7025be7bb9e327,Street,30.0,25,3,2,1
0702df45c9b9bc233bbf88dfbf50193e,Street,64.0,25,6,6,-1
07030bc72c8d7ccbdd23656dc88ff21d,Street,50.0,25,4,2,2
07046652eb2c640fb72e8138da271268,Highway,36.0,50,3,3,-1
07077cc0820166d83870d0b977cb35b8,Street,30.0,25,6,1,2
07092795045c76d45e2013f5534fd3ae,Street,30.0,25,2,1,1
070a146fd80c13e4908dfbf05c19246e,Street,70.0,25,6,4,2
070a5609196efc944594d7cf77d80dbb,Street,30.0,25,3,1,2
070c3f1e877fb93c9bc4c871f4b04463,Street,16.0,25,1,1,-1
070ca8911e7fee6775e1c04e540acee2,Street,50.0,25,3,2,2
070cc24530bf936ec7f8d3a9f0f74906,Street,30.0,25,3,1,2
070cd4e8a3884e51f5b5ca3e8346074b,Street,30.0,-1,3,1,2
070d29ee466b9e6414a8deb37b254aeb,Street,30.0,25,3,1,2
070ea688799c5c3da5774b3538445090,Street,34.0,25,3,2,1
070f08cde14bc7270a43ca0516ccb298,Street,40.0,25,4,2,2
0710d9418062c4cec14441598987b6d4,Street,42.0,25,4,2,2
0711ee8da7350abf90715fa3c2e6c5e0,Street,20.0,25,1,1,-1
0712cb18c261be4d498ca74eba1c3dc2,Street,25.0,25,2,2,-1
07144b8cfc35190e3551618d4daf0875,Street,40.0,25,2,2,-1
07151a600226ca11e409cf4df112d1ee,Street,40.0,25,4,2,2
071597bbfc752ca9fc19336435f0322e,Street,30.0,25,3,1,2
071661c4d52363aa916e03ca3d178650,Street,42.0,25,4,3,1
0718444d2baaa1acdad6f14d8205acc3,Street,24.0,25,2,2,-1
071862af957c09b9bafc50e1e104f6ce,Street,30.0,25,3,1,2
071a5c1c37f7949caec37c36b4144bb6,Street,70.0,25,6,1,2
071ca821f6d4a303f503479cac8e616a,Street,32.0,25,2,1,1
071cacc13d31dd513f8eb4d469991da6,Street,50.0,20,3,1,2
071ce0398335d8da8090c10294f3bf8e,Street,60.0,25,6,4,2
071d86b006740cc9516bd56843416fd5,Street,50.0,25,1,1,-1
071e005d8f80ed383648f2bf8bfc2a05,Street,30.0,25,3,1,2
071e69c2b38291ea5d99dc25b923b1a0,Street,22.0,25,2,1,1
0720ab8b3fad226c549e27a5d787c513,Street,30.0,25,1,1,-1
07238b5226d9e10008b2df00962e99bf,Street,40.0,25,3,2,1
07248721b63907387ee3bbca8ed4aa99,Street,30.0,25,3,1,1
0724f8cb6a559e6ddd80d6a98515c072,Street,30.0,25,3,1,2
0727d32e6a09b95edf18f0e0e6673985,Street,30.0,25,3,2,1
07283f906ff9bd99d9986ee5ed164877,Street,30.0,25,3,2,1
072a01ee1b6116dd01613adf224f56e4,Street,60.0,25,4,2,2
072afbd7b2faa3e15bc8d9afa7763cba,Street,34.0,25,3,1,2
072bad804d8f462184560fb7657362a9,Street,30.0,25,3,1,2
072c9cd403d95503ecede7e0e87c06f9,Street,-1.0,25,-1,-1,-1
072ce885ff64b3512d2a2c6f1c6b850e,Street,20.0,-1,2,1,1
072e1de6a1702942642276eef916d152,Street,40.0,25,3,3,-1
072f9c00f7099f120ee8249f1256abd8,Street,30.0,-1,3,1,2
07314ca78b15e69346bd984a3b7b1f44,Street,14.0,25,1,1,-1
0732de7bc2e083ced841baf4d8e12a04,Street,30.0,25,3,2,1
073646c30525970df79aba60569a3d61,Street,44.0,25,4,2,2
073a2dfaf088af83126daacbec3f4ccf,Street,50.0,25,4,2,2
073bda3f309f609798eaf54e1c86f90f,Street,34.0,25,3,1,2
073c83ec0b7df3a8356bbfc8cced20d7,Street,30.0,25,3,2,1
073df3438dbed2e02a0d80d81806c91b,Street,30.0,25,3,2,1
073e0ebc256822d659c5e1c305b9eed7,Street,35.0,25,2,2,-1
073ead20085747e8fcc069cbcc31b1f3,Street,60.0,25,6,4,2
0741089d5bd53913f94b5815df41fa48,Street,50.0,25,4,2,2
07413e3a14998ee653c11412763d2442,Street,25.0,25,1,1,1
0741aad4d99690098a27973ee510f49e,Street,30.0,25,2,2,-1
0742ad439ec6b435f090162332fc135f,Street,26.0,25,3,1,2
074386653b80d07dc1d77927d2c8356d,Street,12.0,25,1,1,-1
074409aedb21ab0d886d2491329c1d27,Street,32.0,25,4,3,1
0745ab9456ba7ab38c81d21513a0889b,Street,30.0,25,3,1,2
0745be2859007f043ad10178c5fba180,Street,20.0,25,1,1,-1
07467b6f31ef1013ffc189ceb53f5e42,Street,36.0,25,4,2,2
0747e75ab7d0a564c758bdc8cb3773a9,Street,30.0,25,3,1,2
074b088e1cad6db1cbf5041b507a87bc,Street,30.0,25,3,1,2
074b9f0203dab66786d5048c4a77cec4,Street,34.0,25,3,1,2
074de8f271c139f7cb38a21f47a81df5,Street,32.0,25,2,2,-1
074f847c6435868988b7f33f2f3da89b,Street,60.0,25,3,1,2
0752250a76f10696ad67c1aa8630070b,Street,28.0,25,3,2,1
0753faa106788437d5de2884ef4d716b,Street,60.0,25,6,4,2
0755376c4eaa342c9d14b05b3d7df586,Street,36.0,25,3,1,2
075599839a3ef59abae4bbc0ec552a92,Street,42.0,25,3,2,1
075662403dc199762c99f5db5d861e91,Street,20.0,25,1,1,-1
075809cca05bd28eb32d7765cc1ce8ce,Street,26.0,25,2,1,1
07589efa3ba9aa8a8fd723e29d5e55b2,Street,30.0,25,3,1,2
0758de8144cd816d9712fc71d50931ea,Street,30.0,25,3,1,2
075b094c203f41770192c040c6fdf0f9,Street,34.0,25,3,1,2
075dcaaf0e5fadd31f96bac709425e91,Street,34.0,25,6,1,2
075efd07bea1a57a7cb2d0f2718e532d,Street,30.0,25,3,1,2
075fcd74dff237ea29005d54768dc0a8,Street,30.0,25,2,1,1
076138ddaeb466f482d7f0ad17cfafb7,Street,22.0,25,3,1,2
07616e1807fa44c04e4d43b01aab932d,Street,42.0,30,4,2,2
0762293d7a97d0363b869eecdf6baccd,Street,34.0,25,3,1,2
0762e44ee4761ddd4a1b96156f544f39,Street,50.0,25,4,2,2
0763451b4af3784a646d781b0f3b8da4,Ramp,22.0,25,1,1,-1
07644e344f38c82fa2db86e267af6475,Street,30.0,25,3,1,2
0764b80897d677f2fd37df04e26f11f5,Street,20.0,25,2,1,1
0764e1d2847fe9e2c339ec828fdc30c5,Street,36.0,25,3,1,2
07659e3af195ec34084bc97ccababd83,Street,30.0,25,3,1,2
0769ac786d6c5a2c86d45a0e5afa72e8,Street,30.0,25,3,1,2
076a26e58d802165755bbba8023a1e92,Street,50.0,25,3,1,2
076a925224f6a046368dd5dd32a83ffa,Street,30.0,25,3,1,2
076c29304a60448eed541e72ae20d102,Street,46.0,25,4,2,2
076c5b92a5904281bf22a87f792b9411,Street,30.0,25,3,1,2
076e32664c70aa88fb54d94fdfd46728,Highway,34.0,50,3,3,-1
076e823421abffad21bee17701bbeaf4,Street,22.0,-1,2,1,1
076ff68b1e830b97bb81959cd756e42b,Street,30.0,25,3,1,2
07718983c72b77831243b2928bf25245,Street,15.0,-1,2,2,-1
0771df42f69ceb62bd557df3c1b8bce2,Street,40.0,25,3,1,2
0773113110786764c2bb1fe142135358,Street,34.0,25,4,2,2
077554cb0f45c8f28fafa23dda4a1878,Highway,36.0,50,3,3,-1
07755958a5d75de49c8ed271f00a0dbb,Street,70.0,25,3,1,2
0778740643b3aa247e982b26be284d9a,Street,60.0,25,6,6,-1
0779d78d03fca8a10dd6cf9dca6341fc,Street,38.0,25,4,2,2
077aa7d441031c54d9d150ffe3cb3bbd,Street,28.0,25,3,1,1
077bc4910c166bde012a7abb542c55dc,Street,36.0,25,2,2,2
077c9e77e723292bcac22b1587bef93c,Street,30.0,25,3,1,2
077e4d3596536e9a40bd3ac69a7cfaea,Street,42.0,25,3,1,2
078030dffc7443b334dd8074e2aa7a05,Street,30.0,25,3,1,2
07812f765d2b058e4cac8beb7881e45e,Street,20.0,25,-1,1,-1
078239f2560317bef11efa7f626e4e24,Street,30.0,25,3,1,2
07834d1831868e78798087f5a2709542,Street,36.0,25,3,1,2
0785e7f520b5e12c372791e1bcfe12f4,Street,36.0,25,3,2,-1
0785fb28c179e8b293f9c292e3b5ca1f,Street,40.0,25,6,1,2
07860fdfe57c0976eef8852c2a859414,Street,32.0,25,2,1,1
07897fb099c9cba3bfec00702274a752,Street,40.0,25,3,1,2
0789a6c68e5ac91678dec081a9025052,Street,42.0,25,6,4,2
078d12ca848df154e07e8540ab1a67a8,Street,34.0,25,4,2,2
078d6ae5963ff880fe300882100e66eb,Street,34.0,25,4,2,2
078e0a3a806c6230ce105b6d8841c727,Unknown,-1.0,-1,-1,-1,-1
0792f5af56f3cc3308b5c5ea43c488e1,Street,60.0,25,4,2,2
0793396e4dca5187b038b3e30e45e482,Street,30.0,-1,3,1,2
0793944128f794add670685d3683f41c,Street,34.0,25,3,1,2
0794b16d0d8f2da997a21bf3caee53c0,Street,30.0,25,3,1,2
0795d4a5f7ec16063938294c8c0438f3,Street,20.0,25,2,1,1
07964fa0fc7ccb0b98870c9cfb19bec6,Street,34.0,25,3,1,2
079670f858132f735550849d58d2c167,Street,44.0,25,3,1,2
079771eca17140c2db52fc81239aad85,Street,25.0,25,2,1,1
0798363f2867394e566804a914a0482a,Street,40.0,25,4,2,2
079a6f756274018d418bebe91a6eb36f,Street,30.0,25,3,1,2
079bd463ba19b9edabafe46dfeba7440,Street,30.0,25,3,1,2
079f7bc05e57bde06d97cb8d64bce086,Street,50.0,25,3,1,2
07a2a365aebf19cbd63c089cb0a2d194,Street,34.0,25,3,1,2
07a332e098354a17dc9887b33f8c1531,Street,30.0,25,4,3,1
07a3bd32529ea26ee8dd5872e33131fe,Street,50.0,30,3,3,-1
07a443b4d3db86b748477d915fa24456,Street,70.0,25,3,5,2
07a4b5a5e73af8be994d0092ab1babb4,Street,60.0,25,6,4,2
07a6f807f01d37d68f614e817d0e0fa5,Street,28.0,25,3,1,2
07a7791607456a32264b8840ac4eb53c,Street,64.0,25,5,1,1
07a8c67e52918cc36f366b1ecded1748,Street,28.0,25,3,2,1
07a8fe6a45637f0ccaccaa961d7948cc,Street,30.0,25,3,1,2
07aabb02a243615c7cfdd1cd21ef8f1c,Street,30.0,25,3,1,2
07aade4b9ffc2d70726fcb59c50297ec,Street,50.0,25,4,2,2
07ab1f4e470ede21fc37dae020f1b934,Street,50.0,25,3,1,2
07ab8dd434aa27ca8915de07915894c5,Street,45.0,25,4,2,2
07ac77f234ee9625da6a1ffc022ffca9,Street,50.0,25,4,2,2
07acc85b6f5c05c694070833b291bf6b,Street,60.0,25,6,1,1
07adc82af3c7e5806d73cb982ba4ddeb,Street,30.0,25,3,1,2
07af35b3d2de847b3ddd3c381ccab8a2,Street,30.0,25,3,1,2
07af7a7af2ce44514aaed95223ed4ebc,Street,40.0,35,4,4,-1
07b019974b03b080cb44a2952bea0f55,Street,40.0,25,4,1,1
07b3110a9133b055ab6f01de23a1e43c,Street,22.0,25,2,1,1
07b3bd44cb9bc38a990ecb7078d6102e,Street,30.0,25,3,1,2
07b4db98204ccb3edf5c5e87e7af2c5e,Street,48.0,25,4,2,2
07b56068625ed8c93fde9da2c81b2c7a,Street,28.0,25,6,1,2
07b680fe31155ddc4605f3f56165f768,Street,36.0,25,3,1,1
07b70b01adb320a379391b6658598056,Street,40.0,25,3,2,2
07b7a0020b631d897236487b42b0c5c9,Street,34.0,25,6,1,2
07b7c49eda89f52f0947cd3536e19064,Street,34.0,25,3,1,2
07b7e0c3cfb3295ef3a6d760c7f7ad5b,Street,50.0,25,4,2,2
07b7e5f9c3fa612c21ed305e559acc25,Street,30.0,25,1,1,-1
07b8ac349c8880aa6c73c50345d3d9e2,Street,40.0,25,3,1,-1
07b8f1cb11ac42ded30abc99ef9d3ea8,Street,24.0,25,2,2,1
07bafc1b87020e8447320ed776c41a79,Street,30.0,25,3,1,2
07bb8acb77547ec0ae5d5cec86288d2e,Street,35.0,25,4,2,2
07bcd7c6245b077c79b3e77e52a31f99,Street,44.0,25,6,2,2
07be3d6c7c3002fe18005e44dd5e4f55,Street,30.0,25,2,1,1
07be3e46a7fb2a933efbbd67dc090070,Street,44.0,30,2,1,1
07bea8414c64577dd4ef2fc432377c76,Street,30.0,25,-1,-1,-1
07c0362eebc6d37ffad7413519fbf3a1,Street,28.0,-1,3,1,2
07c13374891aa090a588cbb3f8d4d022,Street,30.0,25,3,1,2
07c32519e5c1d5bd7bd0375f8291d93b,Street,12.0,25,1,1,-1
07c34dbda8df2e4de63b76133bbcaaee,Street,30.0,25,3,1,2
07c3c1e5b53d1db98238e61f0aab8949,Unknown,-1.0,-1,-1,-1,-1
07c4c06669144c4339cf8a45f8689130,Street,16.0,25,1,1,-1
07c772c119b1177883645919c6d1d268,Street,20.0,25,2,1,1
07c8c0afc4052363ee18e43955d53b20,Unknown,-1.0,-1,-1,-1,-1
07cae7ba13fd512e38e1a6be4c4be9af,Street,30.0,25,3,1,2
07caec03a4ff65fa528576584cb40711,Street,30.0,25,3,1,2
07cb392ed69d92dd2f644bd98be6dbfd,Street,24.0,25,2,1,1
07cb9766520fd813e811d9f40847d337,Street,60.0,25,4,4,-1
07cd3f3ab7d3dcfc294d334a26e50804,Street,30.0,25,3,3,-1
07cd744241c10168972119fe31b8c13e,Street,32.0,25,3,2,-1
07ce8cb204341122f238055264091fdb,Street,46.0,25,4,2,2
07cec26b0d535b35f1f36905cc39ccbf,Street,30.0,25,4,4,-1
07cfe078bc2e03085740f08208abde41,Street,40.0,25,4,3,-1
07cff41317387d24021dea75a4670dca,Street,30.0,25,3,1,2
07d0be0bf2ebb3c9aaf0d45b66485339,Street,44.0,-1,4,2,2
07d16f4973adc1502223ac509e4bc658,Street,30.0,25,3,2,-1
07d24a2a9435a4fae9bd8a7852c05246,Street,30.0,25,3,1,2
07d2c23d84c50d138bf6c6885d21cabb,Street,25.0,25,3,1,2
07d33b70f121d4aaf210e2b1f8b933be,Street,24.0,25,2,1,1
07d40def8becc107dae5e74ca904e2d4,Street,30.0,25,2,1,-1
07d51fa79eb5f8c1a7289d666c0b3ea2,Street,54.0,25,4,2,2
07da0f33980e3c883df74dff5d43ab0b,Street,30.0,25,3,1,2
07db2b40d22caa38b91f4da2047dca38,Street,50.0,30,4,2,2
07db322968d89e2838658a542aab9a51,Street,-1.0,25,-1,2,-1
07de241dcca59eb6e922b1e0ab55fe2b,Street,42.0,25,4,2,2
07de34ac99d70787016c9b8613ed5a8c,Street,30.0,25,3,1,2
07e03ad0405dae7ffade76aa51489b33,Street,30.0,25,3,3,-1
07e4dcf92715f845acbabb8abe45bc9e,Street,32.0,25,3,1,2
07e65414b6bb8917560e9a56d6f06033,Street,34.0,25,3,1,2
07e6ab607299ab5da28ccc95985d7490,Highway,34.0,50,3,3,-1
07e71e0d29add82ca426adb829451215,Street,30.0,25,3,1,2
07e7e9aebdb924f652d0cf6004be2acf,Street,38.0,25,4,2,2
07e9e6009c838e53165360178b47a54d,Street,22.0,25,4,2,2
07eb677794577c78c75ceee50b5d0d1c,Street,30.0,25,3,1,2
07eba03f7ab606cf8f6ef8eaa8f8a795,Street,30.0,25,3,1,2
07ebc60a9d60c9949f7b6516e136cf7a,Street,30.0,20,3,1,2
07ec3f875e4e03278dbd02d0c0e44ed2,Street,28.0,20,2,1,-1
07ee7af0702b654996b1a0080c1f2af1,Street,28.0,25,1,1,-1
07f36024d21a88e12864faa834b382a9,Street,28.0,25,3,2,1
07f56c285dc85a43402938296e03bfb7,Street,30.0,25,3,1,2
07f59e7f6b6fffb0d1713f39b55e0213,Street,30.0,25,3,1,2
07f76c41cc535108ec74ac87926a67cc,Street,44.0,25,4,2,2
07f7cecbd035f6d2dd637852d4f0faf1,Street,24.0,25,3,1,2
07f87f939b27f5e74f28934a24f49564,Street,60.0,25,3,1,2
07f8a5b79d077f81ce67d2419f74f843,Street,34.0,25,6,4,2
07f8bc16ac72b574db143a1206d55c4c,Street,30.0,25,3,1,2
07f900ac6addc5dd31c19db5c0982d58,Street,30.0,20,4,2,2
07fb6613c353ca4d18091d25c926b5bc,Unknown,-1.0,-1,-1,-1,-1
07fb822c426fcb7558c5c8065afc1cd3,Street,38.0,25,1,1,-1
07fc846a0042fbd26505ab3a63be2533,Street,45.0,25,4,2,2
07fca95008acee04a72de216d1d138df,Street,58.0,25,5,4,1
07fd23df8a7196c8b2143c649864cf0d,Street,70.0,25,6,4,2
07fda37546bf7d2873ff531615ec1a85,Street,42.0,25,4,2,2
07fe020fbae281d26a7be0ab82458c90,Street,24.0,25,2,1,1
07ff31650ff882699329f79d1a30189e,Street,34.0,25,1,1,-1
07ffdd45c96047212a30a1196320851d,Street,30.0,25,3,1,2
0800c1b268f4b07c4d0a1d2d69dbe8fc,Street,70.0,25,6,4,2
0800d78f452a23b1da70446a6e17e415,Street,14.0,25,1,1,-1
08027ea6b19078fcd552e8feebe23587,Street,20.0,25,3,2,1
080595df3f8cf8d68c8abafac06304a0,Street,40.0,25,4,3,1
0806985f1f35649b4a311b3f09e67d70,Street,34.0,25,2,2,-1
08081b5020f3520529b60615c49a49e1,Street,40.0,25,3,2,2
080859d605519a6cb4c559e38c332386,Street,24.0,25,1,1,-1
080923899364568de16a780093724566,Street,30.0,25,4,2,2
080a46cab1cb7f4689e65ed49014c62a,Street,50.0,25,4,2,2
080b6af0a851c074eb86e5c12e990ae8,Street,32.0,30,2,2,-1
080b88fd88ec5522b344991f76fa8fc1,Unknown,-1.0,-1,-1,-1,-1
08128599017adcd983f07d26a462c561,Street,44.0,25,3,1,2
0815b13f7d0d96d4d3784031afe36cb2,Street,30.0,25,3,1,2
081809ed09c3ceaea0e8ab0967087d27,Street,45.0,25,3,1,2
08181a28f2d1f026523cc52411e9c5f0,Street,50.0,25,4,2,2
08184e434650ebfb734acc937ab8843c,Street,24.0,20,2,1,1
081bae39c32baa05dec938fbaac960e4,Street,30.0,25,3,1,2
081bbd8e8682da0b85040372a326b6fc,Street,35.0,25,3,1,2
081f70829d47d6ebbe10378ae60bd2b9,Street,36.0,25,-1,1,-1
08205e72aa3e31f36df1dd09bd96f04a,Street,30.0,25,3,1,2
08205f0ecb5992440d77fb2fe2db1bfe,Street,40.0,30,4,2,2
0822211981fd3901de0b2ffb66d2580a,Street,30.0,25,3,2,1
0823e91f8490ba2a050ef0e5066ce12f,Street,24.0,25,2,1,1
082405d614c2e9bcf6b461d9423fca5a,Street,44.0,25,3,1,2
08242562798a9b2589f665a00625ac6e,Street,40.0,25,3,1,2
0826910c6418006f6fd2166e317cf9b0,Street,30.0,25,3,1,2
0826c42f3aee23a755b3c72adc45af4e,Street,42.0,25,3,1,2
082716430a8ac99fab88e756c8936caa,Highway,46.0,50,4,4,-1
0828854e2a2a114e0b64a682cac046f4,Street,34.0,25,4,2,2
082c05899f56f436c32f060f6a82f5c6,Street,30.0,25,3,1,2
082c29773f1b920b1c7887cd18bea7fd,Street,56.0,25,4,2,2
082c4b1ba535c73536c911696f3fe811,Street,42.0,-1,4,2,2
082eaad06562e8f83e1c8796f8ccc3a3,Street,40.0,25,3,2,1
082f5809063611d90655c39cc94bb837,Street,30.0,25,-1,1,-1
083000477d5ea9a6c99e455710e8f614,Street,30.0,25,3,1,2
08306ad5f162f601e0315bc384f38d92,Street,46.0,25,4,2,2
0830ec3337378ee55f10bc511cca536a,Street,36.0,25,3,1,2
083111b9d0c768eaa9ea5521b8ddb641,Street,28.0,25,3,1,2
08323652db5df4c845da7ab535ac7e2d,Street,42.0,25,4,3,1
08335afbc176051b8d2b9b79baea9ed2,Street,28.0,25,2,1,1
08340e326d57508387d27c58d5af5a5c,Street,30.0,25,3,1,2
083493cbc406a502646b053b37485027,Street,30.0,25,3,1,2
08350b9a8e5e3e9b97162facdf8a0be3,Street,44.0,25,4,2,2
08362915327a4a1f729d3c3d878d5050,Street,30.0,25,2,2,-1
083698725aa7f72426ed18386a73cfa9,Street,30.0,25,3,1,2
0838d4a95a4c9063b7e9d00ff87e0c5f,Street,30.0,25,3,1,2
083b4cdefe1e6a419bb580ed2f6fabe5,Street,20.0,25,2,2,-1
083c48c6fbea8c9afed09841d30be9fa,Street,38.0,25,3,1,2
083cbd46d31bf4b145a013dceadf3e75,Street,52.0,25,4,2,2
0841114ce397cce3313d235dc03ac094,Highway,36.0,50,3,3,-1
0841fff7285e198c5727327405e71a38,Street,35.0,25,2,2,-1
08421d0d70ca6f68aef4801bbc572168,Street,30.0,25,2,1,-1
0842ddac7b2c82d1f4201ca46873a261,Unknown,-1.0,-1,-1,-1,-1
0842ec916f76c36fa4e0909c4ca239a0,Street,42.0,25,4,2,-1
0845514684dd924b95bc153da58a0c86,Street,26.0,25,2,2,-1
0845e17dd3602842817f738cae3ad1a2,Street,30.0,25,4,2,2
08461eaeef0c89b7b4f6894d909bb129,Street,60.0,25,2,1,1
0846c60c13386b76a7298b38170e47f9,Street,35.0,-1,4,2,2
0846e9ffc6c0f5c43315b8be37e0cf17,Street,30.0,25,3,1,2
0847f8db87aa074c17eba56906f9c29f,Street,35.0,25,3,3,-1
0849490511a4e9ac95cb271f0ffb2559,Street,60.0,25,6,4,2
0849a072c44d146fdbf336467860c326,Street,30.0,25,3,1,2
